trial_type	equation	solution	comparison	equation_representation	feedback_1	feedback_2	comparison_representation	rounded_difference	equation_duration	isi1	comparison_duration	isi2	feedback_duration	iti
subtraction	8-20	-12.0	-12	english_word	noninformative	informative	english_word	0	1.4	5.9	1.9	3.8	0.5	5.9
multiplication	23*4	92.0	89	numeric	informative	informative	numeric	-3	2.0	3.3	2.2	4.9	0.5	3.5
multiplication	11*9	99.0	98	english_word	informative	noninformative	english_word	-1	1.8	3.9	2.4	4.9	0.5	4.9
subtraction	17-7	10.0	7	numeric	informative	informative	numeric	-3	2.7	3.6	1.2	3.9	0.5	7.8
addition	23+12	35.0	36	numeric	noninformative	noninformative	numeric	1	1.3	3.8	2.8	3.0	0.5	4.1
subtraction	29-5	24.0	24	numeric	informative	noninformative	numeric	0	1.7	4.5	3.0	4.5	0.5	4.5
division	10/5	2.0	7	numeric	informative	informative	numeric	5	1.5	4.8	2.4	4.1	0.5	6.0
addition	7+20	27.0	28	numeric	informative	informative	numeric	1	2.4	3.5	2.6	3.2	0.5	5.5
division	28/6	4.7	2	numeric	informative	informative	numeric	-3	1.4	5.5	1.1	4.0	0.5	6.0
addition	17+27	44.0	34	english_word	informative	informative	english_word	-10	2.6	6.1	1.4	5.8	0.5	3.0
subtraction	27-19	8.0	6	english_word	informative	informative	english_word	-2	1.0	6.7	2.7	4.3	0.5	5.7
multiplication	17*7	119.0	117	numeric	informative	informative	numeric	-2	2.1	4.1	2.5	3.7	0.5	3.9
multiplication	3*2	6.0	9	english_word	informative	informative	english_word	3	2.6	3.5	2.0	5.4	0.5	4.0
division	25/19	1.3	5	numeric	noninformative	noninformative	numeric	4	2.5	7.0	1.3	2.9	0.5	6.1
subtraction	28-13	15.0	18	english_word	informative	informative	english_word	3	1.4	5.1	2.0	5.7	0.5	4.6
addition	15+11	26.0	20	english_word	informative	informative	english_word	-6	1.0	3.6	2.0	5.3	0.5	3.8
division	19/3	6.3	-3	english_word	informative	informative	english_word	-9	2.5	4.7	1.6	4.5	0.5	3.3
multiplication	25*7	175.0	173	english_word	informative	noninformative	english_word	-2	2.9	7.5	1.1	3.6	0.5	3.1
division	21/11	1.9	10	numeric	informative	informative	numeric	8	2.4	3.9	1.9	3.2	0.5	2.9
division	24/11	2.2	12	english_word	informative	informative	english_word	10	1.6	5.2	1.2	3.5	0.5	4.7
addition	15+22	37.0	35	numeric	noninformative	informative	numeric	-2	2.5	3.1	1.1	5.0	0.5	4.3
addition	19+12	31.0	34	english_word	informative	noninformative	english_word	3	2.4	3.0	2.4	5.6	0.5	3.6
multiplication	6*6	36.0	38	english_word	informative	noninformative	english_word	2	1.8	4.5	2.7	4.9	0.5	3.7
subtraction	16-8	8.0	4	numeric	informative	informative	numeric	-4	2.2	4.4	1.3	4.7	0.5	3.4
