trial_type	equation	solution	comparison	equation_representation	feedback_1	feedback_2	comparison_representation	rounded_difference	equation_duration	isi1	comparison_duration	isi2	feedback_duration	iti
division	20/5	4.0	-2	english_word	informative	noninformative	english_word	-6	2.0	4.0	1.2	4.1	0.5	3.8
multiplication	3*8	24.0	17	numeric	noninformative	informative	numeric	-7	1.1	5.6	1.5	5.3	0.5	3.6
subtraction	30-16	14.0	17	numeric	noninformative	informative	numeric	3	2.5	4.1	1.3	6.4	0.5	4.9
multiplication	29*3	87.0	87	numeric	informative	noninformative	numeric	0	2.5	5.3	2.4	3.1	0.5	4.6
addition	20+24	44.0	40	english_word	informative	informative	english_word	-4	2.8	4.5	1.1	6.2	0.5	3.3
addition	21+13	34.0	28	english_word	noninformative	informative	english_word	-6	2.9	4.5	1.4	5.1	0.5	4.0
addition	26+27	53.0	52	english_word	informative	informative	english_word	-1	2.1	3.5	1.1	4.2	0.5	5.6
subtraction	29-23	6.0	10	numeric	informative	noninformative	numeric	4	2.7	4.7	1.2	4.8	0.5	4.3
multiplication	26*3	78.0	76	numeric	informative	noninformative	numeric	-2	2.8	3.3	2.2	3.5	0.5	3.3
division	21/18	1.2	1	english_word	informative	informative	english_word	0	1.1	4.5	2.0	3.5	0.5	3.8
division	24/17	1.4	4	numeric	informative	noninformative	numeric	3	1.2	4.4	2.1	4.9	0.5	4.4
division	20/4	5.0	3	english_word	informative	informative	english_word	-2	1.1	3.8	2.7	4.3	0.5	4.7
division	21/19	1.1	-1	english_word	informative	informative	english_word	-2	1.7	3.5	1.6	3.7	0.5	7.6
addition	28+16	44.0	43	numeric	informative	informative	numeric	-1	1.6	4.7	2.5	6.8	0.5	4.3
multiplication	27*7	189.0	187	english_word	informative	informative	english_word	-2	2.6	7.1	2.6	4.1	0.5	5.2
addition	20+24	44.0	52	numeric	informative	noninformative	numeric	8	1.7	6.6	2.6	4.1	0.5	4.2
addition	28+15	43.0	46	english_word	informative	informative	english_word	3	2.6	5.7	3.0	4.2	0.5	3.5
multiplication	26*9	234.0	231	english_word	informative	informative	english_word	-3	1.3	4.8	1.4	5.0	0.5	4.5
subtraction	24-16	8.0	18	english_word	informative	informative	english_word	10	2.7	3.7	2.9	3.6	0.5	5.0
division	30/15	2.0	4	numeric	informative	informative	numeric	2	1.8	4.8	2.1	3.5	0.5	6.9
subtraction	12-1	11.0	15	numeric	informative	informative	numeric	4	2.9	3.1	1.3	6.0	0.5	2.7
subtraction	5-19	-14.0	-11	numeric	informative	noninformative	numeric	3	2.9	5.3	1.6	5.3	0.5	3.2
multiplication	3*4	12.0	10	english_word	informative	informative	english_word	-2	2.4	3.8	2.4	4.7	0.5	3.6
subtraction	24-8	16.0	6	numeric	noninformative	informative	numeric	-10	1.6	3.8	1.0	4.3	0.5	4.5
