trial_type	equation	solution	comparison	equation_representation	feedback_1	feedback_2	comparison_representation	rounded_difference	equation_duration	isi1	comparison_duration	isi2	feedback_duration	iti
division	23/21	1.1	2	numeric	informative	informative	numeric	1	1.1	2.7	2.4	6.2	0.5	3.3
subtraction	23-30	-7.0	-14	numeric	informative	informative	numeric	-7	2.1	3.8	2.9	4.8	0.5	6.2
subtraction	20-2	18.0	23	english_word	noninformative	informative	english_word	5	2.1	5.8	2.8	4.1	0.5	3.7
subtraction	18-12	6.0	9	english_word	informative	informative	english_word	3	1.7	3.9	1.9	6.2	0.5	3.7
addition	26+10	36.0	46	numeric	informative	noninformative	numeric	10	1.3	3.5	2.6	3.5	0.5	3.9
division	14/12	1.2	-2	numeric	informative	informative	numeric	-3	2.6	2.8	2.8	3.6	0.5	5.0
addition	6+12	18.0	18	english_word	informative	noninformative	english_word	0	2.0	5.3	2.3	4.6	0.5	5.8
subtraction	15-11	4.0	-4	english_word	informative	informative	english_word	-8	1.0	3.4	1.8	4.0	0.5	5.5
multiplication	2*6	12.0	19	english_word	informative	noninformative	english_word	7	2.9	3.9	2.5	4.5	0.5	3.5
division	13/4	3.2	5	numeric	informative	informative	numeric	2	1.4	5.0	2.0	3.7	0.5	4.4
division	29/27	1.1	-2	numeric	informative	informative	numeric	-3	2.2	3.7	1.4	4.0	0.5	4.5
multiplication	6*5	30.0	22	numeric	informative	informative	numeric	-8	1.3	8.0	2.6	4.5	0.5	3.9
multiplication	28*7	196.0	190	english_word	informative	informative	english_word	-6	1.1	4.4	2.2	4.2	0.5	6.4
multiplication	17*7	119.0	129	english_word	informative	informative	english_word	10	1.1	6.0	2.4	6.5	0.5	4.2
addition	2+13	15.0	10	english_word	informative	noninformative	english_word	-5	1.4	4.3	1.9	4.4	0.5	2.9
addition	13+5	18.0	20	numeric	informative	informative	numeric	2	2.8	3.4	1.1	7.6	0.5	3.8
division	7/6	1.2	-1	numeric	informative	informative	numeric	-2	2.7	6.0	2.8	4.8	0.5	4.6
subtraction	30-10	20.0	12	numeric	informative	noninformative	numeric	-8	1.5	3.0	2.3	4.6	0.5	3.8
division	19/17	1.1	1	english_word	noninformative	noninformative	english_word	0	1.0	3.7	1.9	4.2	0.5	3.3
addition	13+8	21.0	12	english_word	informative	informative	english_word	-9	1.2	4.5	1.1	6.4	0.5	5.8
subtraction	30-5	25.0	33	english_word	informative	informative	english_word	8	2.7	8.0	1.2	3.7	0.5	5.3
multiplication	4*4	16.0	12	numeric	noninformative	informative	numeric	-4	2.0	5.7	2.2	4.1	0.5	5.9
addition	25+28	53.0	50	numeric	noninformative	informative	numeric	-3	2.4	3.6	1.1	2.8	0.5	4.3
multiplication	5*7	35.0	33	english_word	informative	noninformative	english_word	-2	2.3	4.9	1.6	4.2	0.5	3.6
