trial_type	equation	solution	comparison	equation_representation	feedback_1	feedback_2	comparison_representation	rounded_difference	equation_duration	isi1	comparison_duration	isi2	feedback_duration	iti
multiplication	7*6	42.0	41	english_word	informative	informative	english_word	-1	2.9	2.4	2.4	5.1	0.5	3.3
multiplication	5*6	30.0	32	english_word	noninformative	noninformative	english_word	2	2.4	5.7	2.5	3.9	0.5	7.3
multiplication	27*3	81.0	79	numeric	informative	noninformative	numeric	-2	2.1	3.5	1.7	4.5	0.5	3.3
addition	9+12	21.0	20	numeric	informative	informative	numeric	-1	2.1	7.7	1.1	4.6	0.5	2.7
subtraction	24-23	1.0	1	numeric	informative	informative	numeric	0	2.4	4.6	1.8	3.8	0.5	5.5
addition	26+17	43.0	43	numeric	informative	noninformative	numeric	0	2.5	4.9	2.7	5.8	0.5	7.2
addition	30+17	47.0	47	english_word	informative	informative	english_word	0	1.3	5.6	2.6	3.4	0.5	5.8
addition	18+6	24.0	27	numeric	informative	noninformative	numeric	3	2.1	3.1	2.3	3.8	0.5	3.1
subtraction	6-16	-10.0	-15	numeric	noninformative	informative	numeric	-5	2.4	7.7	1.2	5.2	0.5	4.4
subtraction	3-4	-1.0	6	english_word	informative	informative	english_word	7	2.3	6.5	2.0	4.4	0.5	5.5
division	24/17	1.4	6	numeric	informative	informative	numeric	5	2.4	5.6	1.6	4.2	0.5	6.5
division	30/7	4.3	3	numeric	informative	informative	numeric	-1	1.1	3.8	1.6	4.0	0.5	2.8
division	29/24	1.2	7	english_word	informative	informative	english_word	6	2.0	2.5	1.8	3.7	0.5	2.8
subtraction	1-8	-7.0	-2	english_word	informative	informative	english_word	5	1.7	4.6	1.7	4.3	0.5	3.5
multiplication	11*4	44.0	51	numeric	informative	informative	numeric	7	1.0	3.8	2.2	4.6	0.5	5.1
subtraction	3-15	-12.0	-18	english_word	informative	informative	english_word	-6	1.6	5.2	2.7	6.0	0.5	2.7
multiplication	2*8	16.0	13	english_word	informative	informative	english_word	-3	2.8	3.2	2.6	4.6	0.5	4.3
division	28/15	1.9	7	english_word	informative	informative	english_word	5	1.7	3.8	2.7	6.2	0.5	5.2
division	27/11	2.5	8	english_word	informative	noninformative	english_word	6	1.8	6.2	2.6	2.6	0.5	4.2
subtraction	1-15	-14.0	-6	english_word	informative	informative	english_word	8	2.8	3.6	1.2	4.5	0.5	6.1
multiplication	12*8	96.0	97	numeric	noninformative	informative	numeric	1	1.8	3.9	2.6	6.5	0.5	4.9
division	29/4	7.2	7	english_word	noninformative	informative	english_word	0	1.5	3.8	2.2	6.3	0.5	4.2
addition	25+5	30.0	36	numeric	informative	noninformative	numeric	6	1.1	3.6	1.1	6.2	0.5	3.6
addition	18+2	20.0	18	numeric	informative	noninformative	numeric	-2	1.1	3.8	1.3	3.6	0.5	5.6
