trial_type	equation	solution	comparison	equation_representation	feedback_1	feedback_2	comparison_representation	rounded_difference	equation_duration	isi1	comparison_duration	isi2	feedback_duration	iti
addition	18+1	19.0	11	english_word	noninformative	noninformative	english_word	-8	2.3	5.4	1.1	3.9	0.5	3.8
subtraction	13-13	0.0	-1	english_word	informative	informative	english_word	-1	2.1	3.8	1.7	4.1	0.5	3.6
subtraction	25-7	18.0	14	english_word	informative	informative	english_word	-4	2.0	4.6	1.4	4.3	0.5	3.6
addition	29+19	48.0	50	numeric	informative	informative	numeric	2	2.2	5.9	1.5	3.9	0.5	4.7
addition	9+23	32.0	33	english_word	informative	informative	english_word	1	2.0	3.4	3.0	3.7	0.5	3.7
multiplication	11*7	77.0	81	numeric	noninformative	noninformative	numeric	4	1.4	4.4	2.9	4.5	0.5	4.3
multiplication	4*7	28.0	26	english_word	informative	noninformative	english_word	-2	1.5	3.5	2.6	3.8	0.5	3.7
subtraction	10-8	2.0	12	numeric	noninformative	informative	numeric	10	2.1	3.4	2.3	5.4	0.5	5.6
division	22/8	2.8	5	numeric	informative	informative	numeric	2	2.5	3.4	1.1	3.6	0.5	6.2
subtraction	11-7	4.0	4	english_word	informative	informative	english_word	0	1.6	3.0	2.4	3.7	0.5	4.6
division	19/2	9.5	16	numeric	informative	noninformative	numeric	7	1.8	5.3	2.3	5.9	0.5	7.4
division	29/28	1.0	-1	numeric	noninformative	informative	numeric	-2	2.2	4.8	2.2	5.4	0.5	4.5
division	24/11	2.2	5	english_word	informative	informative	english_word	3	1.5	4.7	1.2	5.0	0.5	3.9
multiplication	20*7	140.0	141	numeric	informative	informative	numeric	1	2.8	5.7	1.4	6.2	0.5	3.9
subtraction	12-19	-7.0	-5	english_word	informative	informative	english_word	2	1.3	3.9	2.0	5.2	0.5	2.4
multiplication	7*3	21.0	29	numeric	informative	informative	numeric	8	2.2	6.4	2.0	3.9	0.5	6.5
subtraction	3-14	-11.0	-11	numeric	informative	informative	numeric	0	1.5	6.3	1.2	5.8	0.5	3.3
division	27/22	1.2	-7	english_word	informative	informative	english_word	-8	2.8	7.5	1.7	4.9	0.5	4.3
multiplication	1*6	6.0	3	english_word	informative	noninformative	english_word	-3	2.8	3.6	2.5	5.8	0.5	4.6
multiplication	1*6	6.0	2	numeric	informative	noninformative	numeric	-4	1.2	5.8	2.5	6.0	0.5	3.6
addition	5+22	27.0	26	english_word	informative	informative	english_word	-1	2.9	3.7	1.2	6.0	0.5	3.0
division	29/21	1.4	-7	numeric	informative	informative	numeric	-8	1.1	5.8	1.1	3.7	0.5	4.4
addition	30+14	44.0	53	numeric	informative	noninformative	numeric	9	1.1	3.0	1.6	4.9	0.5	3.8
addition	10+14	24.0	26	english_word	informative	informative	english_word	2	2.1	3.8	2.7	5.5	0.5	4.8
