trial_type	equation	solution	comparison	equation_representation	feedback_1	feedback_2	comparison_representation	rounded_difference	equation_duration	isi1	comparison_duration	isi2	feedback_duration	iti
division	17/5	3.4	4	numeric	informative	informative	numeric	1	2.4	5.1	2.4	5.1	0.5	5.7
subtraction	13-24	-11.0	-16	numeric	informative	informative	numeric	-5	2.6	4.0	2.5	5.9	0.5	3.6
multiplication	28*9	252.0	253	english_word	informative	informative	english_word	1	1.1	3.6	1.6	4.3	0.5	4.3
division	24/23	1.0	4	numeric	noninformative	informative	numeric	3	3.0	3.1	1.3	4.4	0.5	3.6
multiplication	20*5	100.0	90	numeric	informative	informative	numeric	-10	1.4	6.6	1.1	4.2	0.5	3.7
division	28/21	1.3	-2	numeric	informative	informative	numeric	-3	1.2	4.8	2.4	2.9	0.5	4.5
multiplication	28*4	112.0	109	english_word	noninformative	informative	english_word	-3	1.7	5.7	1.6	3.6	0.5	6.5
division	19/7	2.7	5	english_word	informative	informative	english_word	2	2.5	5.6	1.3	6.7	0.5	4.2
subtraction	24-16	8.0	6	english_word	informative	informative	english_word	-2	1.8	5.6	3.0	4.1	0.5	3.1
addition	25+24	49.0	53	numeric	informative	informative	numeric	4	1.3	4.0	2.3	3.2	0.5	3.5
multiplication	28*5	140.0	135	numeric	informative	noninformative	numeric	-5	1.5	3.3	1.1	2.2	0.5	3.7
multiplication	12*7	84.0	85	numeric	noninformative	informative	numeric	1	2.4	3.6	2.8	3.2	0.5	3.0
division	16/4	4.0	3	english_word	informative	informative	english_word	-1	2.7	4.3	1.5	5.0	0.5	5.4
division	30/24	1.2	-1	english_word	informative	noninformative	english_word	-2	2.9	4.4	2.7	4.7	0.5	4.2
addition	24+13	37.0	27	english_word	informative	informative	english_word	-10	2.3	6.7	3.0	5.7	0.5	5.6
addition	10+1	11.0	8	numeric	informative	noninformative	numeric	-3	1.5	4.5	2.1	3.1	0.5	2.7
addition	15+3	18.0	17	english_word	informative	noninformative	english_word	-1	2.6	6.3	2.5	4.1	0.5	4.8
subtraction	12-7	5.0	3	english_word	informative	informative	english_word	-2	2.2	4.5	1.8	3.1	0.5	4.4
multiplication	12*5	60.0	60	numeric	informative	noninformative	numeric	0	1.3	4.0	1.1	4.0	0.5	4.5
subtraction	14-17	-3.0	-4	numeric	informative	informative	numeric	-1	2.8	4.2	2.0	3.5	0.5	4.1
addition	12+19	31.0	21	numeric	informative	noninformative	numeric	-10	1.2	6.6	3.0	5.4	0.5	4.7
addition	20+26	46.0	56	english_word	noninformative	informative	english_word	10	1.9	4.6	1.6	4.7	0.5	3.9
subtraction	11-28	-17.0	-15	english_word	informative	informative	english_word	2	2.1	5.3	1.4	5.4	0.5	4.1
subtraction	24-12	12.0	3	english_word	informative	noninformative	english_word	-9	2.7	4.5	1.3	4.0	0.5	4.6
