trial_type	equation	solution	comparison	equation_representation	feedback_1	feedback_2	comparison_representation	rounded_difference	equation_duration	isi1	comparison_duration	isi2	feedback_duration	iti
subtraction	14-13	1.0	-2	numeric	informative	informative	numeric	-3	2.3	5.9	1.3	3.2	0.5	5.7
multiplication	15*5	75.0	71	numeric	noninformative	informative	numeric	-4	2.0	5.8	1.9	3.2	0.5	4.8
addition	18+18	36.0	34	english_word	informative	informative	english_word	-2	2.1	3.4	1.5	4.7	0.5	4.8
multiplication	13*8	104.0	103	numeric	informative	informative	numeric	-1	2.8	4.2	2.9	4.6	0.5	3.3
multiplication	26*9	234.0	236	english_word	informative	noninformative	english_word	2	2.4	2.7	2.8	3.9	0.5	3.6
addition	25+12	37.0	35	english_word	noninformative	informative	english_word	-2	2.4	4.5	2.7	4.3	0.5	4.7
multiplication	29*6	174.0	166	english_word	informative	informative	english_word	-8	2.4	3.4	1.1	3.0	0.5	6.1
division	29/6	4.8	14	english_word	informative	informative	english_word	9	1.4	3.6	2.6	6.5	0.5	4.9
multiplication	28*9	252.0	259	english_word	informative	noninformative	english_word	7	1.4	4.2	2.8	5.2	0.5	5.5
division	12/9	1.3	2	numeric	noninformative	noninformative	numeric	1	1.9	3.7	2.4	2.9	0.5	3.9
multiplication	11*4	44.0	53	english_word	informative	noninformative	english_word	9	2.9	4.3	1.5	4.1	0.5	4.6
division	6/5	1.2	-3	numeric	informative	noninformative	numeric	-4	1.0	3.1	1.8	6.0	0.5	4.4
subtraction	2-2	0.0	3	numeric	informative	informative	numeric	3	1.2	4.4	3.0	6.6	0.5	5.0
addition	9+23	32.0	25	numeric	informative	informative	numeric	-7	2.7	3.8	1.7	6.2	0.5	5.4
subtraction	12-7	5.0	6	numeric	informative	informative	numeric	1	2.0	2.7	2.2	3.9	0.5	5.8
division	14/8	1.8	7	english_word	informative	informative	english_word	5	2.8	4.5	2.1	3.3	0.5	6.1
addition	9+23	32.0	40	numeric	informative	noninformative	numeric	8	1.6	5.9	1.9	3.2	0.5	5.0
subtraction	1-13	-12.0	-17	numeric	informative	informative	numeric	-5	1.8	5.4	1.5	4.4	0.5	3.8
subtraction	11-16	-5.0	-13	numeric	informative	informative	numeric	-8	2.2	7.1	2.8	3.5	0.5	5.3
subtraction	14-22	-8.0	-12	numeric	informative	noninformative	numeric	-4	1.2	4.5	2.2	3.2	0.5	6.6
addition	19+12	31.0	22	english_word	informative	informative	english_word	-9	2.5	5.6	1.4	3.6	0.5	5.2
division	20/12	1.7	1	english_word	informative	informative	english_word	-1	1.6	4.3	1.1	2.7	0.5	2.4
division	20/4	5.0	4	english_word	noninformative	informative	english_word	-1	2.3	4.1	2.1	3.0	0.5	5.7
addition	20+13	33.0	38	english_word	informative	informative	english_word	5	1.1	4.5	1.2	4.6	0.5	4.0
