trial_type	equation	solution	comparison	equation_representation	feedback_1	feedback_2	comparison_representation	rounded_difference	equation_duration	isi1	comparison_duration	isi2	feedback_duration	iti
subtraction	24-4	20.0	21	english_word	informative	informative	english_word	1	1.7	4.9	2.0	3.3	0.5	5.8
multiplication	23*2	46.0	47	numeric	informative	informative	numeric	1	2.0	5.3	2.1	4.3	0.5	4.6
addition	30+23	53.0	50	english_word	informative	informative	english_word	-3	2.3	3.2	1.5	7.2	0.5	4.6
division	23/13	1.8	-1	english_word	informative	informative	english_word	-3	1.5	3.5	2.8	3.1	0.5	6.8
subtraction	27-5	22.0	19	english_word	informative	informative	english_word	-3	2.4	4.3	3.0	2.6	0.5	3.7
addition	15+6	21.0	19	numeric	informative	informative	numeric	-2	1.9	3.8	1.1	2.9	0.5	5.3
subtraction	14-8	6.0	8	english_word	informative	informative	english_word	2	2.0	3.2	1.6	5.3	0.5	3.5
addition	25+28	53.0	60	english_word	informative	noninformative	english_word	7	1.2	4.6	1.1	2.6	0.5	3.1
multiplication	10*8	80.0	77	numeric	informative	informative	numeric	-3	2.2	4.3	1.3	2.9	0.5	6.0
division	7/5	1.4	1	english_word	informative	noninformative	english_word	0	1.5	4.7	2.8	4.1	0.5	3.6
addition	24+20	44.0	42	numeric	informative	informative	numeric	-2	2.8	4.5	1.8	5.0	0.5	3.9
multiplication	15*4	60.0	64	numeric	noninformative	informative	numeric	4	1.2	3.3	1.4	5.9	0.5	3.7
division	26/12	2.2	-5	english_word	informative	noninformative	english_word	-7	2.9	4.1	1.7	4.4	0.5	4.2
multiplication	16*8	128.0	130	english_word	informative	informative	english_word	2	2.0	6.6	1.2	3.9	0.5	4.5
division	16/6	2.7	-7	numeric	informative	informative	numeric	-10	2.9	5.8	1.5	6.0	0.5	4.0
multiplication	13*3	39.0	40	english_word	informative	informative	english_word	1	3.0	5.4	1.9	3.5	0.5	2.9
subtraction	12-7	5.0	1	numeric	informative	informative	numeric	-4	2.6	5.0	1.4	3.5	0.5	3.9
division	12/2	6.0	5	numeric	informative	noninformative	numeric	-1	2.5	2.8	1.1	7.2	0.5	7.1
subtraction	8-3	5.0	5	numeric	noninformative	noninformative	numeric	0	1.3	6.8	2.7	4.7	0.5	2.4
subtraction	3-24	-21.0	-21	numeric	noninformative	informative	numeric	0	2.6	6.0	1.5	4.0	0.5	5.8
multiplication	6*5	30.0	32	english_word	noninformative	noninformative	english_word	2	1.5	4.4	2.9	5.0	0.5	4.1
division	20/16	1.2	6	english_word	informative	informative	english_word	5	1.1	5.4	2.8	4.5	0.5	3.6
addition	19+26	45.0	36	numeric	informative	informative	numeric	-9	1.9	4.3	2.0	3.6	0.5	2.6
addition	21+13	34.0	28	numeric	informative	noninformative	numeric	-6	2.5	6.1	2.6	5.9	0.5	7.2
