trial_type	equation	solution	comparison	equation_representation	feedback_1	feedback_2	comparison_representation	rounded_difference	equation_duration	isi1	comparison_duration	isi2	feedback_duration	iti
subtraction	28-3	25.0	24	spanish_word	informative	informative	spanish_word	-1	1.0	5.5	2.0	5.2	0.5	5.9
division	28/2	14.0	12	numeric	informative	informative	numeric	-2	1.5	3.6	2.8	4.8	0.5	3.8
division	13/1	13.0	16	numeric	informative	informative	numeric	3	2.1	5.2	1.0	5.6	0.5	4.0
multiplication	14*5	70.0	78	english_word	informative	noninformative	english_word	8	2.8	4.0	2.1	5.6	0.5	4.2
multiplication	9*5	45.0	35	numeric	informative	informative	numeric	-10	1.8	2.3	1.8	5.8	0.5	4.3
multiplication	20*9	180.0	176	english_word	informative	informative	english_word	-4	2.9	4.3	2.7	4.4	0.5	4.5
addition	19+27	46.0	43	numeric	informative	noninformative	numeric	-3	1.7	4.4	1.6	5.2	0.5	3.7
division	26/3	8.7	2	numeric	informative	informative	numeric	-7	1.3	5.9	1.4	5.7	0.5	3.5
division	4/1	4.0	2	english_word	noninformative	noninformative	english_word	-2	2.1	4.0	2.7	4.7	0.5	6.3
division	26/24	1.1	1	numeric	informative	noninformative	numeric	0	1.2	6.1	1.3	4.9	0.5	4.4
multiplication	28*8	224.0	226	numeric	informative	noninformative	numeric	2	1.8	3.4	1.2	3.3	0.5	3.6
addition	20+8	28.0	23	spanish_word	informative	informative	spanish_word	-5	1.1	4.5	2.0	5.3	0.5	4.8
addition	28+12	40.0	32	spanish_word	informative	informative	spanish_word	-8	1.8	3.8	2.3	7.8	0.5	3.8
multiplication	22*3	66.0	57	spanish_word	informative	informative	spanish_word	-9	2.2	6.4	1.7	4.5	0.5	3.7
subtraction	11-18	-7.0	-1	spanish_word	noninformative	informative	spanish_word	6	2.0	4.4	2.0	3.4	0.5	4.0
subtraction	11-16	-5.0	-3	spanish_word	informative	informative	spanish_word	2	1.2	2.6	1.3	4.7	0.5	3.9
addition	8+23	31.0	24	english_word	informative	informative	english_word	-7	2.9	4.6	2.3	4.3	0.5	2.6
subtraction	19-9	10.0	3	numeric	informative	informative	numeric	-7	1.9	4.4	1.8	3.6	0.5	4.1
subtraction	12-6	6.0	9	english_word	noninformative	noninformative	english_word	3	1.5	4.2	2.0	4.7	0.5	7.0
addition	15+26	41.0	39	english_word	noninformative	informative	english_word	-2	2.6	3.0	2.1	7.0	0.5	3.9
multiplication	23*7	161.0	156	spanish_word	informative	informative	spanish_word	-5	1.7	5.9	2.0	4.1	0.5	4.5
subtraction	30-19	11.0	15	english_word	informative	informative	english_word	4	1.6	5.2	2.5	3.9	0.5	4.3
addition	19+12	31.0	30	english_word	informative	informative	english_word	-1	1.1	2.7	1.5	4.0	0.5	4.9
division	8/4	2.0	-1	spanish_word	informative	noninformative	spanish_word	-3	1.4	3.8	2.7	5.1	0.5	5.1
