trial_type	equation	solution	comparison	equation_representation	feedback_1	feedback_2	comparison_representation	rounded_difference	equation_duration	isi1	comparison_duration	isi2	feedback_duration	iti
multiplication	2*8	16.0	15	numeric	informative	informative	numeric	-1	3.0	5.6	2.7	6.4	0.5	3.2
addition	30+28	58.0	53	numeric	informative	noninformative	numeric	-5	1.4	3.5	1.2	4.5	0.5	4.3
division	11/4	2.8	7	numeric	informative	noninformative	numeric	4	1.4	5.1	2.2	6.1	0.5	4.8
division	27/23	1.2	1	spanish_word	informative	informative	spanish_word	0	1.4	3.5	2.3	6.1	0.5	6.2
multiplication	10*4	40.0	40	spanish_word	noninformative	noninformative	spanish_word	0	1.1	4.1	2.1	5.2	0.5	5.7
multiplication	15*7	105.0	106	english_word	informative	informative	english_word	1	2.4	4.1	2.1	4.0	0.5	4.1
division	19/8	2.4	-3	english_word	informative	informative	english_word	-5	2.5	4.9	2.4	3.2	0.5	4.1
addition	18+27	45.0	44	english_word	informative	informative	english_word	-1	1.5	3.2	2.3	4.1	0.5	3.6
subtraction	6-7	-1.0	0	english_word	informative	informative	english_word	1	2.0	3.7	1.8	4.7	0.5	5.5
multiplication	15*9	135.0	142	spanish_word	noninformative	informative	spanish_word	7	2.9	3.6	2.4	3.6	0.5	3.3
addition	5+13	18.0	27	spanish_word	informative	informative	spanish_word	9	1.2	4.7	2.1	4.9	0.5	4.6
subtraction	21-24	-3.0	-9	numeric	informative	informative	numeric	-6	2.7	2.9	2.0	5.0	0.5	6.5
addition	27+16	43.0	38	spanish_word	informative	informative	spanish_word	-5	1.4	3.3	1.6	3.2	0.5	5.5
subtraction	21-28	-7.0	-9	numeric	informative	informative	numeric	-2	1.7	6.2	1.8	4.4	0.5	4.7
multiplication	17*4	68.0	69	english_word	noninformative	informative	english_word	1	1.3	3.6	2.0	4.0	0.5	3.8
subtraction	26-24	2.0	1	english_word	informative	informative	english_word	-1	2.8	3.8	1.6	7.9	0.5	5.5
addition	6+3	9.0	8	numeric	informative	noninformative	numeric	-1	2.9	5.1	1.6	4.4	0.5	7.4
division	5/2	2.5	4	numeric	informative	noninformative	numeric	2	1.2	3.3	2.5	4.7	0.5	7.0
division	20/19	1.1	5	spanish_word	noninformative	informative	spanish_word	4	2.9	5.4	2.4	4.3	0.5	3.4
subtraction	9-26	-17.0	-7	spanish_word	informative	informative	spanish_word	10	1.8	3.7	1.9	5.9	0.5	4.2
division	29/28	1.0	1	spanish_word	informative	informative	spanish_word	0	2.0	4.1	2.7	3.2	0.5	4.9
addition	11+4	15.0	13	numeric	informative	noninformative	numeric	-2	1.8	5.5	2.5	5.1	0.5	3.4
subtraction	17-4	13.0	18	english_word	informative	noninformative	english_word	5	1.6	3.8	2.0	6.0	0.5	3.6
multiplication	13*5	65.0	65	english_word	informative	informative	english_word	0	2.3	3.3	1.5	3.5	0.5	4.5
