trial_type	equation	solution	comparison	equation_representation	feedback_1	feedback_2	comparison_representation	rounded_difference	equation_duration	isi1	comparison_duration	isi2	feedback_duration	iti
multiplication	27*1	27.0	24	numeric	informative	noninformative	numeric	-3	2.5	4.3	1.4	4.2	0.5	3.7
subtraction	3-29	-26.0	-27	spanish_word	informative	informative	spanish_word	-1	1.0	4.2	2.0	4.3	0.5	3.5
subtraction	23-9	14.0	13	english_word	informative	informative	english_word	-1	2.7	4.0	1.4	3.0	0.5	2.6
division	5/2	2.5	0	spanish_word	informative	noninformative	spanish_word	-2	2.3	5.5	1.3	8.0	0.5	4.6
addition	9+12	21.0	22	numeric	informative	noninformative	numeric	1	1.9	4.9	1.7	5.6	0.5	4.3
multiplication	21*1	21.0	16	english_word	informative	informative	english_word	-5	2.5	2.8	1.7	4.3	0.5	4.2
subtraction	10-2	8.0	4	spanish_word	informative	noninformative	spanish_word	-4	2.6	5.3	2.1	4.6	0.5	4.8
addition	25+23	48.0	38	english_word	informative	informative	english_word	-10	1.9	6.2	1.3	2.5	0.5	7.2
subtraction	2-12	-10.0	-11	numeric	informative	informative	numeric	-1	2.5	7.3	2.6	5.7	0.5	3.3
division	21/8	2.6	3	numeric	informative	informative	numeric	0	2.5	4.0	2.1	2.8	0.5	3.9
subtraction	21-2	19.0	29	numeric	noninformative	informative	numeric	10	2.9	3.1	1.3	3.7	0.5	7.2
multiplication	9*8	72.0	82	numeric	informative	informative	numeric	10	2.2	3.7	1.2	6.0	0.5	4.4
division	24/14	1.7	0	spanish_word	informative	informative	spanish_word	-2	2.1	4.1	2.4	5.5	0.5	4.1
addition	30+6	36.0	40	spanish_word	informative	informative	spanish_word	4	2.5	3.4	2.9	6.2	0.5	5.5
addition	10+13	23.0	28	english_word	noninformative	informative	english_word	5	1.9	4.6	2.2	2.6	0.5	3.2
division	28/15	1.9	-1	english_word	informative	informative	english_word	-3	2.9	4.2	1.6	3.7	0.5	4.5
subtraction	4-22	-18.0	-9	numeric	noninformative	noninformative	numeric	9	2.4	4.2	2.4	4.8	0.5	4.3
addition	11+6	17.0	27	english_word	noninformative	informative	english_word	10	1.3	3.9	1.8	4.9	0.5	5.0
addition	30+16	46.0	43	spanish_word	informative	informative	spanish_word	-3	1.5	2.9	1.5	3.5	0.5	7.8
multiplication	24*4	96.0	97	english_word	informative	noninformative	english_word	1	2.6	5.6	2.5	5.2	0.5	3.0
division	28/25	1.1	3	spanish_word	informative	informative	spanish_word	2	2.2	5.7	2.1	3.2	0.5	3.9
multiplication	18*2	36.0	37	english_word	informative	informative	english_word	1	2.2	3.7	1.1	4.1	0.5	3.8
division	19/18	1.1	-2	spanish_word	informative	informative	spanish_word	-3	1.2	4.2	2.9	6.5	0.5	4.2
multiplication	10*1	10.0	7	numeric	informative	noninformative	numeric	-3	1.4	4.5	2.8	5.2	0.5	3.8
