trial_type	equation	solution	comparison	equation_representation	feedback_1	feedback_2	comparison_representation	rounded_difference	equation_duration	isi1	comparison_duration	isi2	feedback_duration	iti
addition	29+25	54.0	61	english_word	informative	noninformative	english_word	7	2.9	4.4	2.5	5.0	0.5	4.7
subtraction	6-17	-11.0	-12	spanish_word	informative	noninformative	spanish_word	-1	1.2	5.6	2.0	6.0	0.5	4.1
subtraction	12-12	0.0	7	spanish_word	informative	informative	spanish_word	7	2.8	4.1	1.0	5.5	0.5	4.9
division	25/4	6.2	10	numeric	informative	informative	numeric	4	2.8	3.4	1.2	3.2	0.5	4.1
subtraction	11-20	-9.0	-7	spanish_word	informative	informative	spanish_word	2	3.0	3.9	1.6	5.4	0.5	4.4
division	23/8	2.9	2	spanish_word	informative	informative	spanish_word	-1	2.2	4.0	1.1	5.9	0.5	3.7
addition	14+8	22.0	22	spanish_word	informative	noninformative	spanish_word	0	3.0	4.4	2.1	6.0	0.5	2.9
multiplication	24*1	24.0	23	spanish_word	noninformative	informative	spanish_word	-1	2.3	3.1	2.6	5.5	0.5	6.2
division	26/10	2.6	5	numeric	noninformative	informative	numeric	2	1.3	5.0	2.6	4.0	0.5	3.4
multiplication	28*7	196.0	196	english_word	informative	informative	english_word	0	2.9	5.8	1.9	2.9	0.5	3.6
division	10/5	2.0	3	numeric	informative	informative	numeric	1	2.8	4.0	1.4	4.6	0.5	4.5
addition	22+25	47.0	50	numeric	informative	informative	numeric	3	1.4	3.3	2.2	3.0	0.5	4.4
multiplication	28*6	168.0	170	english_word	informative	informative	english_word	2	1.2	3.4	2.3	5.0	0.5	4.4
subtraction	1-11	-10.0	-9	spanish_word	informative	informative	spanish_word	1	1.7	2.7	2.3	3.3	0.5	5.1
division	23/6	3.8	1	english_word	informative	informative	english_word	-3	1.5	3.0	1.4	3.9	0.5	5.5
multiplication	13*8	104.0	104	spanish_word	informative	noninformative	spanish_word	0	2.6	5.2	2.1	3.2	0.5	3.6
subtraction	5-18	-13.0	-16	english_word	informative	noninformative	english_word	-3	2.4	4.6	1.3	3.6	0.5	6.7
division	15/3	5.0	0	numeric	informative	informative	numeric	-5	1.2	3.9	2.6	5.6	0.5	5.1
multiplication	18*7	126.0	134	numeric	informative	noninformative	numeric	8	1.3	4.8	2.4	3.2	0.5	3.6
addition	13+7	20.0	24	english_word	informative	informative	english_word	4	1.8	5.9	1.9	4.0	0.5	3.1
subtraction	25-19	6.0	8	english_word	informative	informative	english_word	2	3.0	4.8	2.0	4.5	0.5	4.8
addition	29+7	36.0	36	english_word	informative	informative	english_word	0	2.6	4.8	2.7	3.5	0.5	3.6
multiplication	6*9	54.0	54	numeric	noninformative	informative	numeric	0	2.6	6.6	1.7	5.9	0.5	6.2
addition	6+10	16.0	15	numeric	noninformative	noninformative	numeric	-1	1.4	6.2	2.1	4.2	0.5	5.0
