trial_type	equation	solution	comparison	equation_representation	feedback_1	feedback_2	comparison_representation	rounded_difference	equation_duration	isi1	comparison_duration	isi2	feedback_duration	iti
division	17/6	2.8	7	numeric	noninformative	informative	numeric	4	1.8	4.1	2.8	3.6	0.5	6.4
multiplication	6*7	42.0	40	numeric	informative	noninformative	numeric	-2	1.0	4.4	1.6	5.5	0.5	3.6
subtraction	10-24	-14.0	-14	english_word	informative	noninformative	english_word	0	2.6	4.3	2.3	4.3	0.5	4.1
subtraction	2-29	-27.0	-22	numeric	informative	informative	numeric	5	2.8	3.2	2.5	4.9	0.5	5.5
division	26/10	2.6	1	english_word	informative	informative	english_word	-2	1.4	4.8	2.9	3.8	0.5	2.7
addition	26+10	36.0	34	numeric	informative	noninformative	numeric	-2	2.4	3.3	2.7	4.0	0.5	7.0
addition	8+8	16.0	18	english_word	informative	informative	english_word	2	1.2	4.1	3.0	3.6	0.5	5.7
multiplication	7*4	28.0	21	numeric	informative	informative	numeric	-7	1.7	5.9	2.3	3.0	0.5	6.0
division	30/5	6.0	2	english_word	informative	informative	english_word	-4	1.1	4.3	2.0	3.3	0.5	3.7
division	23/7	3.3	1	spanish_word	noninformative	noninformative	spanish_word	-2	2.6	6.0	1.2	4.2	0.5	6.7
addition	28+1	29.0	28	numeric	informative	informative	numeric	-1	2.9	3.9	1.2	3.2	0.5	3.9
subtraction	28-24	4.0	-6	spanish_word	informative	informative	spanish_word	-10	2.5	4.1	2.9	4.1	0.5	3.7
addition	29+20	49.0	49	english_word	informative	noninformative	english_word	0	2.7	4.3	1.1	6.3	0.5	4.3
division	19/13	1.5	-1	english_word	informative	informative	english_word	-2	2.6	2.4	1.5	6.9	0.5	4.4
subtraction	15-5	10.0	10	spanish_word	informative	informative	spanish_word	0	1.3	3.0	2.9	4.0	0.5	3.5
addition	18+7	25.0	35	spanish_word	informative	informative	spanish_word	10	2.2	3.7	2.5	4.7	0.5	4.3
multiplication	23*4	92.0	98	spanish_word	noninformative	informative	spanish_word	6	2.4	3.9	1.0	4.6	0.5	3.2
multiplication	20*3	60.0	70	numeric	informative	informative	numeric	10	1.6	3.7	1.7	4.6	0.5	4.0
subtraction	13-27	-14.0	-22	numeric	informative	informative	numeric	-8	1.6	2.9	2.9	3.6	0.5	4.0
multiplication	27*8	216.0	215	english_word	noninformative	informative	english_word	-1	2.5	7.1	2.8	3.4	0.5	5.2
addition	25+14	39.0	48	english_word	informative	informative	english_word	9	2.6	4.7	1.1	4.9	0.5	4.4
subtraction	6-11	-5.0	-4	spanish_word	informative	noninformative	spanish_word	1	1.0	5.1	2.8	4.3	0.5	7.6
multiplication	10*3	30.0	30	spanish_word	informative	informative	spanish_word	0	2.2	4.6	1.4	4.6	0.5	5.7
division	21/8	2.6	4	spanish_word	informative	noninformative	spanish_word	1	2.3	4.3	1.6	6.6	0.5	3.2
