trial_type	equation	solution	comparison	equation_representation	feedback_1	feedback_2	comparison_representation	rounded_difference	equation_duration	isi1	comparison_duration	isi2	feedback_duration	iti
division	24/3	8.0	8	english_word	informative	noninformative	english_word	0	2.7	5.0	2.3	6.0	0.5	6.4
multiplication	13*2	26.0	31	english_word	informative	noninformative	english_word	5	2.9	7.8	2.5	5.7	0.5	2.8
addition	6+12	18.0	17	spanish_word	noninformative	informative	spanish_word	-1	1.9	3.4	1.8	4.9	0.5	2.9
division	9/3	3.0	9	spanish_word	informative	informative	spanish_word	6	1.6	2.9	1.3	3.9	0.5	5.4
division	30/19	1.6	-3	spanish_word	informative	informative	spanish_word	-5	2.5	4.2	1.3	3.8	0.5	5.2
division	19/6	3.2	-1	numeric	informative	informative	numeric	-4	1.6	4.5	1.7	3.9	0.5	3.7
addition	30+2	32.0	22	numeric	informative	noninformative	numeric	-10	3.0	3.5	2.3	5.5	0.5	4.6
multiplication	3*9	27.0	19	spanish_word	informative	informative	spanish_word	-8	2.9	3.6	2.9	4.9	0.5	4.1
multiplication	7*8	56.0	57	numeric	informative	noninformative	numeric	1	1.4	4.0	1.5	5.0	0.5	3.8
subtraction	3-10	-7.0	-6	spanish_word	informative	informative	spanish_word	1	1.7	5.1	1.2	3.0	0.5	3.9
subtraction	14-5	9.0	1	numeric	informative	informative	numeric	-8	1.4	5.9	3.0	4.4	0.5	5.4
multiplication	9*8	72.0	73	numeric	informative	informative	numeric	1	1.6	4.0	1.0	5.6	0.5	2.9
subtraction	5-4	1.0	-6	english_word	informative	informative	english_word	-7	1.7	6.6	2.9	4.3	0.5	2.2
subtraction	11-20	-9.0	-8	spanish_word	noninformative	informative	spanish_word	1	2.8	3.5	1.7	4.3	0.5	4.2
multiplication	14*5	70.0	72	english_word	noninformative	informative	english_word	2	1.3	5.2	2.6	3.5	0.5	6.2
subtraction	14-14	0.0	-3	spanish_word	informative	noninformative	spanish_word	-3	1.4	6.2	1.3	4.6	0.5	5.1
addition	26+11	37.0	40	english_word	informative	noninformative	english_word	3	1.3	5.3	1.8	6.0	0.5	3.9
addition	11+6	17.0	15	english_word	informative	informative	english_word	-2	1.2	3.5	2.7	5.1	0.5	3.2
division	29/10	2.9	4	numeric	informative	informative	numeric	1	1.8	4.8	1.4	6.5	0.5	3.4
division	12/8	1.5	2	english_word	informative	informative	english_word	1	1.6	2.5	2.3	4.2	0.5	3.8
multiplication	6*2	12.0	12	numeric	informative	informative	numeric	0	1.3	6.5	2.0	6.4	0.5	4.6
subtraction	14-10	4.0	1	english_word	informative	informative	english_word	-3	2.5	5.6	1.3	3.2	0.5	3.0
addition	2+1	3.0	3	spanish_word	informative	noninformative	spanish_word	0	2.2	4.5	2.8	4.9	0.5	3.9
addition	15+22	37.0	38	numeric	noninformative	informative	numeric	1	2.2	3.3	1.5	3.2	0.5	7.4
