trial_type	equation	solution	comparison	equation_representation	feedback_1	feedback_2	comparison_representation	rounded_difference	equation_duration	isi1	comparison_duration	isi2	feedback_duration	iti
addition	30+4	34.0	35	spanish_word	informative	noninformative	spanish_word	1	2.9	7.4	1.3	4.4	0.5	3.7
subtraction	28-16	12.0	9	spanish_word	informative	noninformative	spanish_word	-3	2.7	4.3	1.0	5.7	0.5	6.9
addition	7+6	13.0	8	english_word	informative	informative	english_word	-5	2.2	3.9	2.6	5.0	0.5	2.8
division	21/15	1.4	5	spanish_word	informative	informative	spanish_word	4	2.8	5.0	2.3	4.4	0.5	3.5
subtraction	7-5	2.0	-8	spanish_word	informative	informative	spanish_word	-10	1.6	4.4	1.7	6.8	0.5	7.4
division	28/10	2.8	-1	english_word	informative	informative	english_word	-4	1.3	4.9	1.7	3.7	0.5	4.6
division	22/1	22.0	24	numeric	informative	informative	numeric	2	2.7	5.2	2.0	3.8	0.5	4.0
multiplication	10*4	40.0	37	english_word	informative	informative	english_word	-3	1.9	4.7	2.1	5.5	0.5	4.2
multiplication	24*1	24.0	22	numeric	informative	informative	numeric	-2	2.0	4.5	3.0	4.4	0.5	4.5
addition	8+12	20.0	23	spanish_word	noninformative	informative	spanish_word	3	1.9	6.4	2.9	6.2	0.5	2.4
addition	7+13	20.0	22	english_word	noninformative	noninformative	english_word	2	1.7	4.7	2.6	3.6	0.5	4.5
division	10/3	3.3	3	spanish_word	informative	informative	spanish_word	0	1.5	6.8	1.4	4.1	0.5	3.8
multiplication	13*7	91.0	92	english_word	informative	informative	english_word	1	2.2	4.5	1.3	4.4	0.5	5.8
multiplication	5*8	40.0	39	english_word	informative	informative	english_word	-1	1.6	4.2	1.1	3.1	0.5	6.0
subtraction	27-3	24.0	19	english_word	informative	noninformative	english_word	-5	1.1	4.0	1.5	4.4	0.5	3.7
subtraction	22-9	13.0	6	numeric	noninformative	informative	numeric	-7	2.4	4.3	1.7	5.9	0.5	3.3
division	29/7	4.1	5	numeric	informative	informative	numeric	1	1.4	3.8	2.9	2.5	0.5	3.4
addition	26+8	34.0	39	numeric	informative	noninformative	numeric	5	1.4	2.8	1.7	5.4	0.5	2.3
division	29/23	1.3	3	spanish_word	informative	informative	spanish_word	2	2.5	4.1	2.0	4.4	0.5	4.3
subtraction	19-28	-9.0	-18	spanish_word	informative	informative	spanish_word	-9	1.3	4.6	1.4	6.7	0.5	5.4
addition	7+11	18.0	21	numeric	informative	noninformative	numeric	3	1.6	3.3	2.8	4.8	0.5	3.6
multiplication	10*6	60.0	61	english_word	noninformative	informative	english_word	1	2.9	4.6	1.4	3.5	0.5	3.7
multiplication	4*4	16.0	16	numeric	informative	noninformative	numeric	0	3.0	3.5	2.7	7.3	0.5	3.3
subtraction	22-6	16.0	16	numeric	informative	informative	numeric	0	3.0	3.7	1.1	4.0	0.5	4.0
