trial_type	equation	solution	comparison	equation_representation	feedback_1	feedback_2	comparison_representation	rounded_difference	equation_duration	isi1	comparison_duration	isi2	feedback_duration	iti
addition	15+4	19.0	27	english_word	noninformative	informative	english_word	8	2.5	6.4	2.1	3.3	0.5	2.0
multiplication	27*6	162.0	156	english_word	informative	noninformative	english_word	-6	1.8	3.8	2.1	6.6	0.5	5.3
addition	26+26	52.0	53	spanish_word	informative	informative	spanish_word	1	2.5	3.3	2.3	5.0	0.5	4.8
division	22/5	4.4	7	numeric	informative	informative	numeric	3	1.7	5.0	2.8	3.6	0.5	3.7
subtraction	15-25	-10.0	-19	english_word	informative	informative	english_word	-9	2.9	4.0	2.0	5.5	0.5	4.9
addition	22+15	37.0	34	english_word	informative	informative	english_word	-3	2.4	4.9	2.7	4.5	0.5	3.5
division	28/10	2.8	0	numeric	informative	informative	numeric	-3	2.7	4.5	2.7	5.0	0.5	4.3
addition	19+27	46.0	40	numeric	informative	noninformative	numeric	-6	1.4	4.0	1.8	2.4	0.5	4.7
division	14/11	1.3	3	english_word	informative	informative	english_word	2	2.1	3.4	2.8	4.6	0.5	3.2
multiplication	1*8	8.0	8	spanish_word	informative	informative	spanish_word	0	2.5	3.7	1.6	7.9	0.5	3.8
subtraction	18-25	-7.0	-4	spanish_word	informative	noninformative	spanish_word	3	1.9	6.0	1.8	2.7	0.5	4.2
multiplication	12*4	48.0	45	spanish_word	informative	noninformative	spanish_word	-3	2.7	3.6	1.9	2.6	0.5	3.6
division	24/16	1.5	-4	numeric	noninformative	informative	numeric	-5	2.1	5.5	1.6	6.3	0.5	4.3
division	15/7	2.1	4	numeric	informative	informative	numeric	2	2.5	3.3	2.3	3.4	0.5	5.8
subtraction	3-19	-16.0	-15	spanish_word	noninformative	informative	spanish_word	1	2.5	6.9	1.2	4.0	0.5	5.7
multiplication	5*8	40.0	48	spanish_word	informative	noninformative	spanish_word	8	1.4	3.8	2.0	4.9	0.5	4.2
addition	15+26	41.0	46	english_word	noninformative	informative	english_word	5	1.4	7.8	2.2	6.2	0.5	3.6
subtraction	27-25	2.0	2	numeric	informative	informative	numeric	0	2.6	5.3	2.9	3.2	0.5	3.9
multiplication	5*5	25.0	24	numeric	informative	noninformative	numeric	-1	2.2	3.3	2.0	4.4	0.5	3.5
multiplication	23*4	92.0	95	numeric	informative	informative	numeric	3	2.2	4.7	1.9	5.4	0.5	3.5
division	4/1	4.0	0	english_word	informative	informative	english_word	-4	2.1	5.2	2.4	4.1	0.5	2.7
subtraction	19-3	16.0	14	english_word	informative	informative	english_word	-2	1.4	5.4	2.3	3.9	0.5	3.7
addition	14+12	26.0	28	spanish_word	informative	informative	spanish_word	2	1.5	4.4	1.5	3.8	0.5	3.5
subtraction	6-4	2.0	3	spanish_word	informative	noninformative	spanish_word	1	2.0	2.9	2.6	4.0	0.5	3.8
