trial_type	equation	solution	comparison	equation_representation	feedback_1	feedback_2	comparison_representation	rounded_difference	equation_duration	isi1	comparison_duration	isi2	feedback_duration	iti
addition	4+26	30.0	28	english_word	informative	noninformative	english_word	-2	1.8	4.1	1.3	4.8	0.5	5.4
addition	15+16	31.0	30	english_word	informative	informative	english_word	-1	2.3	3.5	1.6	4.3	0.5	5.3
division	11/2	5.5	8	numeric	noninformative	informative	numeric	3	2.9	5.2	1.1	3.9	0.5	5.1
addition	14+2	16.0	20	english_word	informative	informative	english_word	4	1.2	6.5	1.7	4.8	0.5	3.8
addition	16+8	24.0	22	spanish_word	informative	noninformative	spanish_word	-2	2.6	3.4	2.5	3.8	0.5	4.3
subtraction	20-28	-8.0	-6	english_word	informative	noninformative	english_word	2	2.7	4.7	2.7	3.8	0.5	4.4
division	28/12	2.3	-6	numeric	informative	informative	numeric	-8	1.1	5.7	2.4	3.1	0.5	4.7
division	11/7	1.6	6	spanish_word	informative	informative	spanish_word	4	2.6	3.9	1.4	3.7	0.5	3.6
multiplication	19*9	171.0	170	numeric	informative	informative	numeric	-1	2.8	5.8	3.0	7.4	0.5	3.2
division	19/8	2.4	2	numeric	informative	noninformative	numeric	0	2.4	2.7	1.8	4.0	0.5	3.5
addition	12+21	33.0	31	english_word	informative	informative	english_word	-2	1.0	7.6	2.0	4.7	0.5	4.2
multiplication	12*2	24.0	17	numeric	noninformative	informative	numeric	-7	3.0	4.0	2.5	6.1	0.5	3.9
subtraction	3-18	-15.0	-15	numeric	informative	informative	numeric	0	1.7	4.3	2.4	4.5	0.5	5.2
multiplication	16*5	80.0	80	spanish_word	informative	informative	spanish_word	0	1.2	4.2	2.4	3.7	0.5	5.8
addition	18+6	24.0	26	spanish_word	noninformative	informative	spanish_word	2	1.8	4.4	1.4	5.2	0.5	4.9
subtraction	8-19	-11.0	-13	numeric	informative	informative	numeric	-2	1.0	5.2	2.5	4.6	0.5	4.6
subtraction	8-8	0.0	5	spanish_word	informative	informative	spanish_word	5	2.5	5.5	1.2	2.6	0.5	4.3
subtraction	28-17	11.0	12	spanish_word	informative	noninformative	spanish_word	1	2.9	5.4	2.2	7.2	0.5	4.8
multiplication	16*4	64.0	59	english_word	noninformative	informative	english_word	-5	2.6	3.9	1.9	3.9	0.5	3.9
subtraction	16-10	6.0	12	english_word	informative	noninformative	english_word	6	1.7	3.3	1.5	5.9	0.5	2.9
multiplication	14*2	28.0	28	spanish_word	informative	noninformative	spanish_word	0	1.8	7.5	2.1	3.6	0.5	3.6
division	13/5	2.6	0	english_word	informative	informative	english_word	-3	2.6	2.7	2.2	3.7	0.5	2.9
multiplication	10*5	50.0	44	spanish_word	informative	informative	spanish_word	-6	1.2	4.0	2.1	5.5	0.5	5.8
division	23/14	1.6	-4	numeric	informative	informative	numeric	-6	2.1	5.6	1.3	5.5	0.5	5.7
