trial_type	equation	solution	comparison	equation_representation	feedback_1	feedback_2	comparison_representation	rounded_difference	equation_duration	isi1	comparison_duration	isi2	feedback_duration	iti
multiplication	19*5	95.0	90	numeric	informative	noninformative	numeric	-5	1.3	4.8	2.0	5.3	0.5	5.5
subtraction	30-12	18.0	19	english_word	informative	informative	english_word	1	2.8	3.7	2.6	2.8	0.5	3.9
division	23/23	1.0	9	numeric	informative	informative	numeric	8	2.2	5.6	2.4	6.9	0.5	4.6
division	21/10	2.1	-3	english_word	informative	noninformative	english_word	-5	2.8	7.5	1.9	7.0	0.5	3.4
division	9/6	1.5	0	spanish_word	informative	noninformative	spanish_word	-1	1.7	5.2	1.3	3.9	0.5	2.9
subtraction	26-3	23.0	19	numeric	informative	informative	numeric	-4	1.3	5.6	1.1	2.8	0.5	3.3
division	28/6	4.7	6	spanish_word	informative	informative	spanish_word	1	1.2	6.2	2.0	3.7	0.5	5.0
subtraction	15-21	-6.0	0	english_word	noninformative	informative	english_word	6	1.9	4.4	2.0	2.9	0.5	4.1
addition	15+28	43.0	41	numeric	informative	informative	numeric	-2	2.5	2.9	2.1	4.7	0.5	4.2
division	30/27	1.1	-3	spanish_word	noninformative	noninformative	spanish_word	-4	2.9	5.9	1.5	3.5	0.5	4.0
subtraction	20-4	16.0	22	english_word	informative	informative	english_word	6	1.7	5.6	2.3	4.3	0.5	4.6
multiplication	18*2	36.0	43	spanish_word	informative	informative	spanish_word	7	1.8	4.0	1.5	5.0	0.5	3.3
subtraction	20-18	2.0	2	spanish_word	informative	informative	spanish_word	0	2.8	5.2	1.8	2.9	0.5	6.9
addition	23+13	36.0	37	english_word	noninformative	informative	english_word	1	2.9	4.0	2.1	3.8	0.5	4.1
addition	22+1	23.0	25	english_word	informative	informative	english_word	2	1.1	4.4	1.8	4.2	0.5	3.6
multiplication	17*4	68.0	72	spanish_word	informative	informative	spanish_word	4	2.5	3.9	2.1	4.9	0.5	4.4
addition	19+4	23.0	23	english_word	informative	informative	english_word	0	2.6	3.1	1.9	3.8	0.5	2.6
addition	21+11	32.0	22	numeric	informative	informative	numeric	-10	2.1	5.7	2.1	4.6	0.5	4.4
division	28/5	5.6	11	spanish_word	informative	noninformative	spanish_word	5	2.7	4.3	1.2	4.1	0.5	3.9
subtraction	1-10	-9.0	-11	numeric	informative	noninformative	numeric	-2	3.0	4.7	2.8	3.9	0.5	5.1
multiplication	23*9	207.0	217	numeric	informative	informative	numeric	10	1.8	3.9	2.4	5.7	0.5	3.7
multiplication	26*9	234.0	233	numeric	informative	noninformative	numeric	-1	1.5	3.4	2.1	5.2	0.5	4.7
addition	1+17	18.0	17	spanish_word	informative	informative	spanish_word	-1	2.1	5.1	2.8	4.0	0.5	7.6
multiplication	4*4	16.0	18	english_word	noninformative	informative	english_word	2	1.1	4.0	1.4	3.8	0.5	3.4
