trial_type	equation	solution	comparison	equation_representation	feedback_1	feedback_2	comparison_representation	rounded_difference	equation_duration	isi1	comparison_duration	isi2	feedback_duration	iti
division	11/1	11.0	14	spanish_word	informative	informative	spanish_word	3	2.4	3.4	1.7	3.4	0.5	4.5
addition	20+3	23.0	28	spanish_word	informative	informative	spanish_word	5	1.6	4.9	2.8	6.2	0.5	3.9
subtraction	13-20	-7.0	-12	english_word	informative	informative	english_word	-5	2.6	5.1	2.4	4.1	0.5	5.9
subtraction	14-26	-12.0	-18	numeric	informative	informative	numeric	-6	1.3	4.5	2.2	4.2	0.5	4.1
division	26/21	1.2	-6	spanish_word	informative	noninformative	spanish_word	-7	1.4	4.9	2.2	5.1	0.5	5.3
multiplication	1*8	8.0	0	numeric	informative	noninformative	numeric	-8	1.9	4.2	2.2	4.2	0.5	3.9
subtraction	14-30	-16.0	-17	english_word	informative	informative	english_word	-1	1.2	2.3	1.9	4.8	0.5	3.7
division	7/6	1.2	0	english_word	informative	informative	english_word	-1	1.6	4.7	2.7	4.4	0.5	5.3
subtraction	8-18	-10.0	-11	numeric	informative	noninformative	numeric	-1	2.2	6.9	1.4	6.9	0.5	3.6
division	13/7	1.9	2	numeric	informative	informative	numeric	0	2.3	4.0	1.5	5.5	0.5	5.1
multiplication	12*5	60.0	50	english_word	noninformative	noninformative	english_word	-10	1.9	3.3	2.5	3.2	0.5	6.6
subtraction	17-18	-1.0	7	english_word	informative	informative	english_word	8	1.9	3.6	2.5	3.9	0.5	3.8
multiplication	21*4	84.0	93	spanish_word	informative	noninformative	spanish_word	9	1.5	3.7	2.8	7.5	0.5	2.9
addition	18+16	34.0	33	numeric	informative	informative	numeric	-1	1.5	3.3	2.5	2.9	0.5	5.0
addition	14+19	33.0	36	spanish_word	informative	informative	spanish_word	3	1.6	5.2	2.3	4.6	0.5	3.0
multiplication	27*9	243.0	242	numeric	noninformative	informative	numeric	-1	1.4	7.5	1.6	4.6	0.5	4.5
multiplication	6*1	6.0	4	english_word	informative	noninformative	english_word	-2	1.8	4.1	2.8	3.7	0.5	5.6
multiplication	9*7	63.0	58	english_word	informative	noninformative	english_word	-5	2.6	5.4	2.4	3.7	0.5	4.9
addition	17+16	33.0	33	numeric	informative	informative	numeric	0	2.8	3.8	1.9	6.3	0.5	4.4
division	25/9	2.8	3	numeric	informative	informative	numeric	0	1.9	5.2	2.3	6.2	0.5	5.5
subtraction	1-27	-26.0	-28	spanish_word	informative	informative	spanish_word	-2	2.1	3.5	1.6	6.0	0.5	3.7
addition	11+20	31.0	22	spanish_word	noninformative	informative	spanish_word	-9	2.7	4.9	2.1	3.8	0.5	2.9
division	26/13	2.0	10	spanish_word	noninformative	informative	spanish_word	8	2.7	3.4	1.6	4.3	0.5	2.9
addition	19+19	38.0	33	english_word	informative	informative	english_word	-5	2.9	3.9	2.3	4.8	0.5	4.1
