trial_type	equation	solution	comparison	equation_representation	feedback_1	feedback_2	comparison_representation	rounded_difference	equation_duration	isi1	comparison_duration	isi2	feedback_duration	iti
subtraction	16-15	1.0	-1	spanish_word	informative	noninformative	spanish_word	-2	1.4	5.4	2.7	4.5	0.5	5.9
division	23/21	1.1	9	english_word	noninformative	informative	english_word	8	2.8	4.8	1.0	3.6	0.5	3.4
division	13/3	4.3	4	english_word	informative	informative	english_word	0	2.6	3.4	2.1	4.6	0.5	4.2
division	23/21	1.1	3	numeric	informative	informative	numeric	2	2.8	4.3	2.8	4.8	0.5	4.4
subtraction	24-18	6.0	-4	numeric	noninformative	informative	numeric	-10	2.4	4.0	1.4	4.4	0.5	6.2
division	6/4	1.5	6	numeric	informative	noninformative	numeric	4	1.2	4.6	3.0	3.3	0.5	3.9
multiplication	24*3	72.0	69	numeric	informative	informative	numeric	-3	1.2	3.7	1.9	3.4	0.5	3.4
subtraction	27-3	24.0	14	spanish_word	informative	informative	spanish_word	-10	2.1	5.5	2.1	4.5	0.5	5.6
addition	7+13	20.0	22	english_word	informative	informative	english_word	2	2.1	5.1	1.5	2.6	0.5	5.7
multiplication	8*7	56.0	59	spanish_word	informative	noninformative	spanish_word	3	1.1	4.8	1.9	6.5	0.5	2.6
addition	12+7	19.0	24	numeric	informative	informative	numeric	5	1.7	4.4	2.7	4.2	0.5	2.5
subtraction	7-25	-18.0	-9	numeric	informative	informative	numeric	9	1.6	3.8	2.3	3.8	0.5	4.4
multiplication	20*3	60.0	66	spanish_word	noninformative	informative	spanish_word	6	2.0	3.2	2.6	3.7	0.5	5.4
subtraction	1-7	-6.0	-10	spanish_word	noninformative	informative	spanish_word	-4	1.6	5.9	1.6	5.7	0.5	5.3
division	27/22	1.2	1	spanish_word	informative	noninformative	spanish_word	0	1.6	3.4	1.9	4.2	0.5	3.0
addition	21+9	30.0	30	english_word	informative	informative	english_word	0	1.3	3.9	1.3	4.9	0.5	5.6
multiplication	4*6	24.0	33	spanish_word	informative	informative	spanish_word	9	1.1	3.6	1.1	3.4	0.5	3.4
addition	3+5	8.0	9	spanish_word	informative	noninformative	spanish_word	1	1.8	5.0	2.3	5.7	0.5	6.1
multiplication	11*6	66.0	69	english_word	informative	informative	english_word	3	2.5	4.2	1.7	5.1	0.5	4.3
division	22/4	5.5	0	english_word	informative	informative	english_word	-5	2.7	3.9	1.5	4.4	0.5	5.2
addition	8+20	28.0	26	numeric	informative	noninformative	numeric	-2	2.3	6.8	2.5	4.9	0.5	6.1
subtraction	18-29	-11.0	-9	english_word	informative	informative	english_word	2	2.9	2.2	2.4	6.8	0.5	4.4
multiplication	25*9	225.0	234	english_word	informative	informative	english_word	9	2.3	3.7	2.9	5.8	0.5	3.9
addition	7+25	32.0	31	numeric	informative	noninformative	numeric	-1	2.5	7.9	1.7	3.4	0.5	3.4
