trial_type	equation	solution	comparison	equation_representation	feedback_1	feedback_2	comparison_representation	rounded_difference	equation_duration	isi1	comparison_duration	isi2	feedback_duration	iti
multiplication	19*6	114.0	114	numeric	informative	noninformative	numeric	0	2.9	3.1	1.2	3.0	0.5	4.9
subtraction	27-27	0.0	1	english_word	informative	noninformative	english_word	1	2.7	6.6	2.3	2.6	0.5	5.6
subtraction	8-21	-13.0	-17	spanish_word	noninformative	informative	spanish_word	-4	1.9	3.1	1.1	6.6	0.5	5.3
multiplication	19*1	19.0	26	numeric	informative	informative	numeric	7	2.0	4.0	1.2	5.9	0.5	5.0
multiplication	15*9	135.0	129	spanish_word	informative	informative	spanish_word	-6	1.5	4.3	2.0	6.7	0.5	6.9
subtraction	14-22	-8.0	-16	numeric	noninformative	informative	numeric	-8	2.3	3.8	1.1	4.9	0.5	3.4
addition	27+4	31.0	31	english_word	informative	informative	english_word	0	1.4	3.9	1.6	5.1	0.5	2.9
multiplication	21*2	42.0	47	numeric	informative	informative	numeric	5	1.3	4.7	2.9	4.6	0.5	4.7
addition	28+25	53.0	51	spanish_word	noninformative	informative	spanish_word	-2	1.8	4.5	1.9	3.0	0.5	5.1
subtraction	2-20	-18.0	-25	numeric	informative	informative	numeric	-7	1.1	3.3	1.1	4.9	0.5	2.7
addition	29+15	44.0	41	english_word	informative	noninformative	english_word	-3	2.4	4.1	1.5	2.5	0.5	7.1
addition	5+12	17.0	16	english_word	informative	informative	english_word	-1	1.5	4.2	2.6	4.5	0.5	4.8
addition	25+17	42.0	42	english_word	informative	informative	english_word	0	1.9	6.4	1.0	5.7	0.5	5.7
division	27/26	1.0	2	english_word	informative	informative	english_word	1	1.8	3.1	2.6	3.0	0.5	4.6
subtraction	12-12	0.0	-8	numeric	informative	informative	numeric	-8	1.8	2.8	2.2	2.7	0.5	4.3
division	9/1	9.0	5	numeric	noninformative	noninformative	numeric	-4	2.0	4.2	1.8	6.0	0.5	6.2
division	28/19	1.5	-4	spanish_word	informative	informative	spanish_word	-5	2.6	5.6	2.9	4.1	0.5	4.9
subtraction	26-30	-4.0	6	spanish_word	informative	informative	spanish_word	10	1.1	7.9	1.7	7.5	0.5	4.0
multiplication	6*5	30.0	38	english_word	informative	informative	english_word	8	1.2	6.6	2.6	4.7	0.5	5.0
multiplication	23*4	92.0	91	english_word	informative	noninformative	english_word	-1	1.1	3.8	1.3	3.6	0.5	3.9
division	15/12	1.2	2	spanish_word	informative	informative	spanish_word	1	1.9	2.7	2.4	4.5	0.5	5.8
division	27/3	9.0	3	spanish_word	informative	noninformative	spanish_word	-6	1.8	4.1	1.7	6.5	0.5	3.9
division	14/6	2.3	-1	numeric	informative	informative	numeric	-3	3.0	3.9	2.9	4.4	0.5	7.0
addition	25+10	35.0	34	spanish_word	informative	noninformative	spanish_word	-1	2.3	3.1	1.7	5.9	0.5	3.2
