trial_type	equation	solution	comparison	equation_representation	feedback_1	feedback_2	comparison_representation	rounded_difference	equation_duration	isi1	comparison_duration	isi2	feedback_duration	iti
subtraction	8-11	-3.0	-11	english_word	informative	informative	english_word	-8	2.3	5.5	1.1	4.1	0.5	5.1
addition	26+27	53.0	51	english_word	informative	noninformative	english_word	-2	2.8	4.3	1.7	6.7	0.5	4.9
division	23/12	1.9	12	numeric	informative	informative	numeric	10	1.3	3.4	2.3	5.2	0.5	3.9
addition	14+19	33.0	33	spanish_word	noninformative	informative	spanish_word	0	2.2	5.3	1.3	6.8	0.5	2.9
addition	6+1	7.0	9	english_word	informative	noninformative	english_word	2	1.2	5.6	1.6	4.6	0.5	3.3
multiplication	25*5	125.0	119	spanish_word	informative	informative	spanish_word	-6	1.4	6.4	1.8	4.9	0.5	3.0
division	28/11	2.5	-4	numeric	informative	informative	numeric	-7	1.5	4.9	2.3	2.9	0.5	3.9
subtraction	17-17	0.0	2	numeric	informative	noninformative	numeric	2	2.0	4.6	2.9	3.9	0.5	4.0
multiplication	7*7	49.0	51	english_word	noninformative	informative	english_word	2	1.3	6.4	2.9	5.4	0.5	4.8
division	3/2	1.5	6	spanish_word	informative	noninformative	spanish_word	5	2.7	3.4	2.0	2.9	0.5	4.9
multiplication	9*4	36.0	38	spanish_word	informative	informative	spanish_word	2	1.8	3.9	1.6	3.4	0.5	6.0
subtraction	18-9	9.0	11	spanish_word	informative	noninformative	spanish_word	2	2.1	6.0	2.4	7.6	0.5	4.4
division	11/6	1.8	3	english_word	informative	informative	english_word	1	2.5	4.4	1.3	3.5	0.5	5.1
multiplication	24*1	24.0	25	spanish_word	informative	noninformative	spanish_word	1	2.6	3.7	1.2	2.3	0.5	5.2
subtraction	23-14	9.0	8	english_word	noninformative	informative	english_word	-1	2.0	4.3	2.0	3.8	0.5	3.8
multiplication	12*5	60.0	58	english_word	informative	informative	english_word	-2	2.6	7.0	1.2	4.1	0.5	3.6
multiplication	17*9	153.0	154	english_word	informative	informative	english_word	1	1.8	5.0	2.3	3.0	0.5	6.3
subtraction	6-8	-2.0	-7	numeric	informative	informative	numeric	-5	2.5	3.9	1.9	5.7	0.5	6.0
division	14/5	2.8	3	numeric	noninformative	informative	numeric	0	1.8	5.8	2.5	4.6	0.5	6.6
addition	11+17	28.0	26	numeric	informative	informative	numeric	-2	2.4	4.7	1.3	6.6	0.5	3.5
addition	7+27	34.0	30	spanish_word	informative	informative	spanish_word	-4	1.0	3.0	2.2	3.4	0.5	3.9
addition	21+29	50.0	53	numeric	informative	informative	numeric	3	1.2	4.2	1.2	5.5	0.5	4.3
subtraction	10-29	-19.0	-22	numeric	informative	informative	numeric	-3	1.0	2.5	2.4	5.4	0.5	5.9
division	29/22	1.3	-1	spanish_word	informative	noninformative	spanish_word	-2	1.6	4.5	1.1	3.0	0.5	4.3
