trial_type	equation	solution	comparison	equation_representation	feedback_1	feedback_2	comparison_representation	rounded_difference	equation_duration	isi1	comparison_duration	isi2	feedback_duration	iti
addition	1+17	18.0	26	numeric	informative	informative	numeric	8	1.9	3.4	1.6	4.6	0.5	3.8
division	21/9	2.3	5	numeric	noninformative	noninformative	numeric	3	2.8	5.6	3.0	7.8	0.5	4.1
multiplication	3*1	3.0	6	numeric	informative	informative	numeric	3	2.4	4.7	1.3	3.2	0.5	4.8
subtraction	8-5	3.0	-4	english_word	informative	informative	english_word	-7	2.1	3.5	2.6	5.1	0.5	4.6
addition	1+19	20.0	10	spanish_word	informative	informative	spanish_word	-10	2.8	3.1	1.8	4.1	0.5	2.5
division	29/29	1.0	2	spanish_word	informative	noninformative	spanish_word	1	1.6	4.1	2.3	3.4	0.5	3.6
subtraction	8-14	-6.0	-15	spanish_word	informative	informative	spanish_word	-9	1.9	4.2	2.5	5.6	0.5	5.0
division	24/8	3.0	0	numeric	noninformative	noninformative	numeric	-3	2.5	3.4	2.8	5.5	0.5	5.3
subtraction	22-29	-7.0	-13	spanish_word	noninformative	informative	spanish_word	-6	1.3	3.9	1.6	5.7	0.5	6.6
subtraction	15-3	12.0	19	english_word	informative	informative	english_word	7	2.0	4.2	1.3	5.3	0.5	5.3
addition	24+4	28.0	32	english_word	informative	informative	english_word	4	2.9	4.5	1.8	4.6	0.5	3.3
addition	3+1	4.0	-1	numeric	informative	informative	numeric	-5	1.7	2.6	1.5	5.8	0.5	5.9
division	28/6	4.7	0	spanish_word	noninformative	informative	spanish_word	-5	2.7	3.7	2.5	4.1	0.5	4.8
multiplication	28*4	112.0	120	spanish_word	informative	informative	spanish_word	8	1.2	2.7	1.6	4.6	0.5	4.7
division	28/6	4.7	4	english_word	informative	noninformative	english_word	-1	1.8	4.7	1.2	5.7	0.5	6.4
addition	2+9	11.0	10	numeric	informative	informative	numeric	-1	2.9	5.4	1.8	3.3	0.5	3.0
multiplication	23*4	92.0	91	english_word	informative	informative	english_word	-1	1.4	7.3	1.1	3.0	0.5	4.0
addition	17+12	29.0	36	numeric	informative	noninformative	numeric	7	2.1	5.4	2.7	7.9	0.5	3.7
multiplication	30*9	270.0	275	spanish_word	informative	informative	spanish_word	5	1.4	2.5	2.1	4.8	0.5	4.7
multiplication	30*5	150.0	151	spanish_word	informative	informative	spanish_word	1	2.2	4.0	1.8	5.4	0.5	3.1
multiplication	22*9	198.0	188	english_word	informative	informative	english_word	-10	2.8	3.3	1.9	3.3	0.5	4.2
subtraction	22-27	-5.0	-4	english_word	informative	informative	english_word	1	2.0	4.0	1.9	4.1	0.5	3.8
division	20/18	1.1	9	numeric	informative	noninformative	numeric	8	1.1	4.2	1.7	5.1	0.5	4.0
subtraction	11-27	-16.0	-17	english_word	informative	noninformative	english_word	-1	2.9	4.8	1.7	3.9	0.5	4.1
