trial_type	equation	solution	comparison	equation_representation	feedback_1	feedback_2	comparison_representation	rounded_difference	equation_duration	isi1	comparison_duration	isi2	feedback_duration	iti
subtraction	5-19	-14.0	-14	numeric	noninformative	informative	numeric	0	2.2	6.2	1.3	4.3	0.5	7.1
addition	10+26	36.0	33	spanish_word	informative	informative	spanish_word	-3	2.7	3.2	2.5	5.1	0.5	4.8
division	5/4	1.2	10	numeric	informative	informative	numeric	9	1.1	3.3	1.0	5.3	0.5	3.5
multiplication	21*4	84.0	84	english_word	informative	informative	english_word	0	2.8	4.3	2.5	4.7	0.5	5.4
division	27/23	1.2	5	numeric	informative	informative	numeric	4	2.5	7.8	1.4	3.1	0.5	6.1
addition	2+19	21.0	12	numeric	informative	informative	numeric	-9	1.5	5.3	2.2	5.2	0.5	5.7
multiplication	2*4	8.0	6	numeric	informative	informative	numeric	-2	1.7	4.6	2.2	3.2	0.5	2.6
subtraction	28-3	25.0	18	spanish_word	noninformative	noninformative	spanish_word	-7	2.1	4.0	2.6	3.1	0.5	3.9
division	21/20	1.1	8	numeric	informative	informative	numeric	7	2.0	2.9	2.0	4.4	0.5	3.0
addition	7+14	21.0	30	spanish_word	informative	informative	spanish_word	9	2.3	5.8	2.7	5.9	0.5	4.5
multiplication	26*4	104.0	101	english_word	informative	noninformative	english_word	-3	2.4	4.0	1.7	3.6	0.5	5.8
subtraction	20-3	17.0	18	spanish_word	informative	noninformative	spanish_word	1	2.1	4.5	1.1	4.6	0.5	3.2
addition	1+28	29.0	27	english_word	informative	noninformative	english_word	-2	2.6	3.8	1.5	3.7	0.5	3.1
division	17/3	5.7	9	numeric	informative	informative	numeric	3	1.6	3.5	1.1	4.1	0.5	4.8
division	11/9	1.2	1	english_word	informative	noninformative	english_word	0	2.6	4.2	2.8	6.2	0.5	4.1
multiplication	20*8	160.0	165	spanish_word	informative	informative	spanish_word	5	2.8	4.8	1.4	3.7	0.5	4.8
multiplication	24*5	120.0	124	english_word	informative	noninformative	english_word	4	1.2	5.5	1.8	5.8	0.5	4.6
division	19/10	1.9	-4	english_word	informative	informative	english_word	-6	2.5	4.4	1.7	5.2	0.5	3.7
subtraction	25-9	16.0	23	english_word	informative	informative	english_word	7	2.9	3.7	2.4	3.6	0.5	6.3
addition	25+28	53.0	59	english_word	noninformative	informative	english_word	6	1.4	4.5	1.3	5.0	0.5	4.9
multiplication	5*7	35.0	35	spanish_word	informative	informative	spanish_word	0	1.4	3.8	1.5	5.1	0.5	6.0
subtraction	15-23	-8.0	-15	spanish_word	informative	informative	spanish_word	-7	2.7	4.4	1.7	4.7	0.5	4.7
subtraction	24-2	22.0	15	spanish_word	informative	noninformative	spanish_word	-7	2.7	2.6	2.1	4.9	0.5	6.7
addition	2+17	19.0	25	numeric	noninformative	informative	numeric	6	1.7	3.2	1.8	3.4	0.5	4.7
