trial_type	equation	solution	comparison	equation_representation	feedback_1	feedback_2	comparison_representation	rounded_difference	equation_duration	isi1	comparison_duration	isi2	feedback_duration	iti
addition	10+9	19.0	29	numeric	informative	informative	numeric	10	2.7	2.5	1.5	4.7	0.5	5.8
subtraction	9-18	-9.0	-9	english_word	informative	informative	english_word	0	1.2	4.2	2.3	4.5	0.5	4.0
multiplication	19*4	76.0	77	numeric	informative	noninformative	numeric	1	2.5	5.4	2.7	5.6	0.5	4.1
addition	4+18	22.0	20	english_word	informative	noninformative	english_word	-2	1.7	5.6	1.3	3.9	0.5	5.8
addition	3+17	20.0	25	spanish_word	informative	informative	spanish_word	5	1.7	3.2	2.1	4.1	0.5	3.5
addition	6+14	20.0	24	numeric	informative	informative	numeric	4	2.2	3.6	1.3	7.3	0.5	4.3
division	27/24	1.1	6	spanish_word	informative	informative	spanish_word	5	1.8	4.2	1.3	3.7	0.5	5.4
division	29/6	4.8	2	numeric	informative	noninformative	numeric	-3	1.8	3.2	1.2	6.0	0.5	4.7
subtraction	4-23	-19.0	-26	spanish_word	informative	informative	spanish_word	-7	2.0	3.3	1.4	3.2	0.5	4.4
multiplication	23*5	115.0	113	english_word	noninformative	informative	english_word	-2	2.4	5.2	1.9	2.9	0.5	7.4
division	13/10	1.3	3	numeric	noninformative	informative	numeric	2	2.9	5.4	2.6	4.1	0.5	3.6
multiplication	14*9	126.0	122	numeric	informative	noninformative	numeric	-4	1.9	2.8	3.0	6.5	0.5	2.8
subtraction	9-30	-21.0	-21	spanish_word	noninformative	noninformative	spanish_word	0	1.9	3.5	2.6	4.6	0.5	5.5
subtraction	2-14	-12.0	-7	spanish_word	informative	informative	spanish_word	5	1.2	5.1	1.8	2.4	0.5	4.2
multiplication	7*8	56.0	47	english_word	informative	informative	english_word	-9	1.4	4.3	2.0	4.9	0.5	4.9
subtraction	28-10	18.0	20	english_word	informative	informative	english_word	2	2.9	3.7	1.1	5.9	0.5	3.6
division	12/2	6.0	2	spanish_word	informative	noninformative	spanish_word	-4	2.9	6.0	2.4	2.7	0.5	4.1
multiplication	30*7	210.0	207	spanish_word	informative	informative	spanish_word	-3	2.8	5.8	1.1	6.4	0.5	4.9
multiplication	3*3	9.0	8	english_word	informative	informative	english_word	-1	2.3	4.2	2.8	3.0	0.5	5.5
addition	8+29	37.0	38	numeric	informative	informative	numeric	1	1.4	6.1	2.5	4.3	0.5	5.6
subtraction	3-21	-18.0	-11	spanish_word	noninformative	informative	spanish_word	7	2.3	3.3	2.7	5.6	0.5	2.8
division	28/19	1.5	3	english_word	informative	noninformative	english_word	2	1.3	5.3	2.4	4.1	0.5	4.5
division	30/22	1.4	-4	english_word	informative	informative	english_word	-5	1.9	4.1	2.4	3.8	0.5	4.4
addition	2+15	17.0	7	numeric	informative	informative	numeric	-10	2.7	6.3	2.9	3.9	0.5	3.2
