trial_type	equation	solution	comparison	equation_representation	feedback_1	feedback_2	comparison_representation	rounded_difference	equation_duration	isi1	comparison_duration	isi2	feedback_duration	iti
multiplication	26*8	208.0	205	numeric	informative	noninformative	numeric	-3	2.0	4.9	1.1	2.9	0.5	3.6
division	30/13	2.3	2	numeric	informative	informative	numeric	0	2.1	4.2	1.6	5.8	0.5	4.6
multiplication	3*8	24.0	25	spanish_word	informative	informative	spanish_word	1	2.4	7.2	1.5	5.1	0.5	4.0
multiplication	14*7	98.0	98	numeric	informative	informative	numeric	0	2.6	3.8	2.8	4.2	0.5	4.5
division	12/4	3.0	3	spanish_word	informative	informative	spanish_word	0	2.6	5.5	1.8	5.3	0.5	4.1
division	30/8	3.8	6	spanish_word	informative	informative	spanish_word	2	1.9	4.5	2.8	3.5	0.5	3.6
multiplication	8*6	48.0	58	english_word	informative	informative	english_word	10	1.8	5.0	1.8	3.2	0.5	3.5
addition	2+18	20.0	19	numeric	informative	informative	numeric	-1	2.4	3.1	2.9	4.5	0.5	3.6
multiplication	18*4	72.0	75	numeric	noninformative	informative	numeric	3	2.2	5.0	1.9	4.1	0.5	4.7
subtraction	16-13	3.0	1	numeric	informative	noninformative	numeric	-2	1.4	3.6	2.4	6.2	0.5	3.7
subtraction	7-25	-18.0	-20	english_word	informative	noninformative	english_word	-2	2.1	3.8	2.5	3.5	0.5	4.5
division	27/25	1.1	2	english_word	informative	informative	english_word	1	1.3	3.3	2.7	6.5	0.5	4.1
addition	26+17	43.0	42	numeric	informative	informative	numeric	-1	1.9	3.2	2.8	4.8	0.5	3.9
division	29/21	1.4	-1	spanish_word	noninformative	noninformative	spanish_word	-2	1.3	7.1	2.1	6.1	0.5	3.1
division	30/25	1.2	6	spanish_word	noninformative	informative	spanish_word	5	1.5	3.7	1.9	7.4	0.5	5.1
addition	26+6	32.0	30	english_word	informative	informative	english_word	-2	1.6	5.2	1.1	3.7	0.5	4.0
addition	25+13	38.0	42	english_word	informative	noninformative	english_word	4	1.2	4.9	2.1	3.4	0.5	4.9
addition	20+14	34.0	37	english_word	noninformative	informative	english_word	3	1.7	3.7	1.5	4.7	0.5	5.3
subtraction	25-17	8.0	11	english_word	informative	informative	english_word	3	2.7	3.3	2.0	4.6	0.5	3.8
subtraction	8-12	-4.0	-4	english_word	informative	noninformative	english_word	0	1.0	6.1	2.2	2.9	0.5	5.8
subtraction	12-29	-17.0	-25	spanish_word	informative	informative	spanish_word	-8	2.5	4.0	2.9	3.9	0.5	2.8
subtraction	23-22	1.0	0	spanish_word	informative	informative	spanish_word	-1	2.8	3.5	1.8	4.1	0.5	4.7
addition	15+14	29.0	36	numeric	informative	informative	numeric	7	2.8	3.8	1.3	4.8	0.5	5.4
multiplication	27*6	162.0	161	spanish_word	informative	noninformative	spanish_word	-1	2.1	5.1	2.9	4.6	0.5	4.8
