trial_type	equation	solution	comparison	equation_representation	feedback_1	feedback_2	comparison_representation	rounded_difference	equation_duration	isi1	comparison_duration	isi2	feedback_duration	iti
division	22/16	1.4	-5	english_word	informative	informative	english_word	-6	2.2	2.7	1.2	3.6	0.5	7.2
multiplication	17*6	102.0	100	numeric	noninformative	informative	numeric	-2	1.7	3.7	2.3	6.8	0.5	4.1
addition	14+29	43.0	52	spanish_word	informative	informative	spanish_word	9	1.7	4.1	1.2	3.5	0.5	4.1
multiplication	4*8	32.0	32	english_word	informative	informative	english_word	0	3.0	6.3	2.6	5.1	0.5	5.8
addition	19+2	21.0	11	numeric	informative	informative	numeric	-10	2.2	3.7	2.2	3.6	0.5	5.5
subtraction	13-20	-7.0	-6	spanish_word	informative	informative	spanish_word	1	1.0	2.5	2.8	5.6	0.5	6.1
subtraction	3-11	-8.0	0	english_word	noninformative	informative	english_word	8	2.7	4.0	1.3	4.5	0.5	3.9
addition	20+26	46.0	45	numeric	informative	informative	numeric	-1	2.4	4.3	1.9	3.4	0.5	5.2
addition	5+23	28.0	34	numeric	informative	informative	numeric	6	2.8	7.1	2.4	5.8	0.5	4.3
division	30/5	6.0	7	english_word	informative	informative	english_word	1	2.0	4.6	2.1	5.1	0.5	6.0
multiplication	9*7	63.0	62	english_word	noninformative	informative	english_word	-1	2.6	4.5	1.8	4.5	0.5	4.3
addition	15+27	42.0	42	english_word	informative	informative	english_word	0	1.1	3.7	1.0	3.7	0.5	4.2
subtraction	24-18	6.0	7	english_word	informative	noninformative	english_word	1	2.5	4.7	2.4	4.8	0.5	6.4
subtraction	12-21	-9.0	-5	numeric	informative	informative	numeric	4	2.7	2.5	1.4	4.1	0.5	4.6
subtraction	12-19	-7.0	-6	numeric	informative	noninformative	numeric	1	1.7	4.4	1.5	2.8	0.5	5.4
division	26/3	8.7	-1	spanish_word	informative	noninformative	spanish_word	-10	1.7	3.7	1.2	3.9	0.5	4.2
multiplication	30*1	30.0	32	spanish_word	informative	informative	spanish_word	2	2.4	5.1	2.0	4.1	0.5	3.3
addition	26+15	41.0	39	numeric	informative	informative	numeric	-2	1.2	3.6	3.0	6.8	0.5	5.3
subtraction	10-10	0.0	-3	spanish_word	informative	noninformative	spanish_word	-3	2.1	6.3	2.5	3.3	0.5	4.2
division	30/10	3.0	10	english_word	noninformative	informative	english_word	7	1.0	4.6	2.7	4.3	0.5	2.9
division	15/9	1.7	5	numeric	informative	noninformative	numeric	3	1.1	2.9	2.0	3.5	0.5	6.2
multiplication	15*5	75.0	72	spanish_word	informative	noninformative	spanish_word	-3	2.3	4.8	2.0	6.7	0.5	5.7
multiplication	30*9	270.0	269	spanish_word	informative	informative	spanish_word	-1	2.1	4.4	2.6	5.3	0.5	3.1
division	11/11	1.0	0	spanish_word	informative	noninformative	spanish_word	-1	1.1	5.9	2.1	4.4	0.5	4.8
