trial_type	equation	solution	comparison	equation_representation	feedback_1	feedback_2	comparison_representation	rounded_difference	equation_duration	isi1	comparison_duration	isi2	feedback_duration	iti
division	22/12	1.8	0	numeric	informative	noninformative	numeric	-2	2.7	3.3	1.2	3.6	0.5	4.4
subtraction	30-7	23.0	31	english_word	informative	informative	english_word	8	1.3	3.7	2.3	3.5	0.5	5.9
subtraction	29-13	16.0	26	spanish_word	noninformative	noninformative	spanish_word	10	2.1	3.6	1.8	3.5	0.5	4.2
multiplication	7*6	42.0	47	spanish_word	informative	informative	spanish_word	5	1.3	3.4	2.4	4.5	0.5	6.7
division	20/20	1.0	0	numeric	informative	noninformative	numeric	-1	2.2	3.2	1.6	7.3	0.5	5.6
multiplication	5*5	25.0	27	english_word	informative	informative	english_word	2	2.5	6.3	1.1	3.9	0.5	4.0
addition	19+13	32.0	41	spanish_word	informative	informative	spanish_word	9	1.0	3.3	2.5	5.9	0.5	5.5
multiplication	26*7	182.0	185	spanish_word	informative	informative	spanish_word	3	2.1	5.8	1.5	3.2	0.5	4.6
multiplication	28*5	140.0	150	spanish_word	informative	informative	spanish_word	10	2.8	5.4	2.8	3.5	0.5	3.6
addition	14+25	39.0	34	spanish_word	informative	noninformative	spanish_word	-5	1.3	3.2	1.8	5.2	0.5	5.1
subtraction	13-21	-8.0	1	english_word	informative	noninformative	english_word	9	2.0	7.3	2.1	4.8	0.5	4.1
multiplication	22*7	154.0	152	english_word	informative	informative	english_word	-2	2.0	3.6	2.5	4.7	0.5	3.6
addition	19+21	40.0	48	numeric	informative	informative	numeric	8	2.6	4.1	2.6	5.3	0.5	6.6
subtraction	2-13	-11.0	-17	spanish_word	informative	informative	spanish_word	-6	1.6	2.8	2.8	4.2	0.5	4.0
division	28/27	1.0	-3	numeric	informative	informative	numeric	-4	2.7	2.9	2.5	5.2	0.5	3.6
subtraction	18-29	-11.0	-10	english_word	informative	informative	english_word	1	1.7	5.2	1.0	4.1	0.5	5.5
division	19/17	1.1	4	numeric	noninformative	informative	numeric	3	2.9	3.6	2.7	4.8	0.5	4.5
subtraction	9-29	-20.0	-18	english_word	noninformative	noninformative	english_word	2	1.3	6.2	2.5	4.7	0.5	4.5
addition	5+19	24.0	25	spanish_word	noninformative	informative	spanish_word	1	1.4	4.3	1.5	4.0	0.5	4.9
multiplication	3*1	3.0	1	english_word	informative	informative	english_word	-2	1.1	3.7	1.4	3.2	0.5	4.5
division	23/8	2.9	4	numeric	informative	noninformative	numeric	1	2.3	4.7	2.7	4.0	0.5	5.6
addition	24+4	28.0	33	numeric	informative	informative	numeric	5	2.5	3.3	1.5	4.2	0.5	5.7
division	16/1	16.0	21	english_word	informative	informative	english_word	5	2.5	4.4	1.8	7.1	0.5	3.0
addition	14+16	30.0	29	numeric	informative	informative	numeric	-1	1.2	4.4	2.9	3.3	0.5	4.9
