trial_type	equation	solution	comparison	equation_representation	feedback_1	feedback_2	comparison_representation	rounded_difference	equation_duration	isi1	comparison_duration	isi2	feedback_duration	iti
multiplication	13*3	39.0	36	numeric	informative	informative	numeric	-3	1.9	7.1	1.3	3.8	0.5	5.5
addition	8+15	23.0	19	english_word	informative	noninformative	english_word	-4	1.1	3.6	2.2	3.9	0.5	3.6
addition	30+28	58.0	56	english_word	informative	informative	english_word	-2	2.1	4.7	1.5	6.6	0.5	5.6
addition	14+10	24.0	24	spanish_word	informative	informative	spanish_word	0	1.9	7.7	1.2	4.1	0.5	3.6
subtraction	19-14	5.0	-5	spanish_word	informative	noninformative	spanish_word	-10	1.8	4.8	1.4	3.5	0.5	5.2
multiplication	20*6	120.0	121	spanish_word	informative	informative	spanish_word	1	1.7	2.8	1.7	4.6	0.5	4.0
division	23/1	23.0	20	spanish_word	informative	informative	spanish_word	-3	1.4	4.5	1.9	5.5	0.5	5.0
multiplication	12*6	72.0	74	spanish_word	noninformative	informative	spanish_word	2	2.2	4.5	1.4	3.3	0.5	5.2
subtraction	23-8	15.0	15	english_word	informative	noninformative	english_word	0	1.6	4.8	2.3	3.9	0.5	4.0
division	30/20	1.5	-2	numeric	informative	informative	numeric	-3	1.5	3.3	2.0	5.2	0.5	7.0
division	18/1	18.0	11	spanish_word	informative	informative	spanish_word	-7	2.2	5.4	2.0	3.0	0.5	5.1
addition	10+27	37.0	35	numeric	informative	informative	numeric	-2	2.1	3.3	1.8	3.0	0.5	3.4
multiplication	6*2	12.0	10	english_word	noninformative	informative	english_word	-2	1.3	5.5	2.6	3.4	0.5	3.9
subtraction	17-14	3.0	13	numeric	informative	informative	numeric	10	2.0	4.8	2.2	3.8	0.5	2.7
division	21/7	3.0	1	numeric	informative	informative	numeric	-2	1.4	4.1	1.3	6.8	0.5	8.0
multiplication	5*2	10.0	7	spanish_word	informative	informative	spanish_word	-3	2.6	4.6	2.4	6.9	0.5	6.1
division	26/10	2.6	3	english_word	informative	informative	english_word	0	2.7	4.5	2.9	5.8	0.5	4.3
addition	11+15	26.0	26	english_word	informative	noninformative	english_word	0	2.0	3.4	2.0	3.9	0.5	4.3
division	19/10	1.9	4	english_word	noninformative	noninformative	english_word	2	2.7	5.3	2.8	5.2	0.5	4.5
subtraction	16-5	11.0	10	numeric	informative	informative	numeric	-1	1.2	4.3	1.7	3.2	0.5	5.2
multiplication	2*3	6.0	6	numeric	informative	noninformative	numeric	0	2.0	4.3	2.1	5.7	0.5	3.9
subtraction	30-15	15.0	15	numeric	informative	informative	numeric	0	1.1	5.3	1.9	5.7	0.5	5.2
subtraction	27-5	22.0	13	spanish_word	noninformative	informative	spanish_word	-9	1.9	4.2	1.9	3.9	0.5	2.9
addition	23+22	45.0	42	english_word	informative	noninformative	english_word	-3	1.2	5.0	2.6	3.1	0.5	4.0
