trial_type	equation	solution	comparison	equation_representation	feedback_1	feedback_2	comparison_representation	rounded_difference	equation_duration	isi1	comparison_duration	isi2	feedback_duration	iti
subtraction	21-10	11.0	14	english_word	informative	noninformative	english_word	3	2.1	7.3	1.0	4.4	0.5	4.3
multiplication	24*9	216.0	221	spanish_word	informative	informative	spanish_word	5	2.1	5.0	1.4	4.2	0.5	6.1
multiplication	3*8	24.0	31	spanish_word	informative	informative	spanish_word	7	2.6	7.5	1.4	4.3	0.5	3.6
multiplication	24*7	168.0	159	english_word	informative	informative	english_word	-9	1.9	4.4	2.9	4.3	0.5	4.8
subtraction	23-2	21.0	24	spanish_word	informative	informative	spanish_word	3	2.9	3.3	2.5	5.4	0.5	3.3
division	23/18	1.3	-6	numeric	informative	informative	numeric	-7	2.4	4.9	2.9	5.0	0.5	2.7
division	7/5	1.4	-2	spanish_word	informative	noninformative	spanish_word	-3	2.6	4.2	2.6	4.8	0.5	4.2
addition	21+7	28.0	33	english_word	informative	informative	english_word	5	2.4	5.6	2.9	3.3	0.5	6.1
division	23/5	4.6	-3	english_word	informative	noninformative	english_word	-8	1.8	4.7	2.3	6.5	0.5	4.5
addition	21+27	48.0	51	english_word	informative	informative	english_word	3	2.2	4.4	1.8	3.7	0.5	6.3
addition	7+6	13.0	12	spanish_word	noninformative	informative	spanish_word	-1	2.6	4.5	2.6	5.0	0.5	3.6
subtraction	9-20	-11.0	-8	numeric	informative	informative	numeric	3	1.7	4.9	1.8	4.5	0.5	2.7
multiplication	19*4	76.0	72	spanish_word	informative	informative	spanish_word	-4	1.0	7.3	1.3	4.2	0.5	3.5
subtraction	7-23	-16.0	-8	numeric	informative	noninformative	numeric	8	3.0	2.9	1.3	3.6	0.5	4.2
multiplication	25*2	50.0	47	numeric	informative	informative	numeric	-3	2.3	3.8	2.0	4.6	0.5	3.1
multiplication	19*3	57.0	65	spanish_word	noninformative	noninformative	spanish_word	8	1.1	5.0	1.7	4.4	0.5	5.5
division	17/10	1.7	-5	numeric	informative	informative	numeric	-7	2.7	4.6	1.3	5.7	0.5	5.3
addition	21+13	34.0	33	numeric	informative	noninformative	numeric	-1	1.0	4.8	1.0	4.1	0.5	3.5
subtraction	6-3	3.0	5	numeric	noninformative	informative	numeric	2	1.3	5.4	2.5	3.3	0.5	2.4
division	21/7	3.0	9	numeric	informative	informative	numeric	6	2.1	4.7	1.5	4.3	0.5	3.3
addition	27+29	56.0	57	english_word	informative	noninformative	english_word	1	2.9	4.7	2.9	4.8	0.5	5.6
addition	28+25	53.0	62	english_word	informative	informative	english_word	9	3.0	5.1	1.2	4.8	0.5	4.0
subtraction	1-24	-23.0	-25	spanish_word	noninformative	informative	spanish_word	-2	1.4	4.0	1.9	3.7	0.5	4.6
division	19/19	1.0	9	english_word	informative	informative	english_word	8	1.2	5.1	2.8	3.9	0.5	4.7
