trial_type	equation	solution	comparison	equation_representation	feedback_1	feedback_2	comparison_representation	rounded_difference	equation_duration	isi1	comparison_duration	isi2	feedback_duration	iti
division	19/4	4.8	8	spanish_word	informative	informative	spanish_word	3	2.8	5.2	2.5	3.8	0.5	3.6
multiplication	16*3	48.0	57	spanish_word	informative	informative	spanish_word	9	2.6	4.3	2.8	4.4	0.5	4.6
division	11/2	5.5	8	numeric	informative	noninformative	numeric	2	1.8	6.8	1.7	4.2	0.5	3.8
multiplication	14*5	70.0	76	numeric	noninformative	informative	numeric	6	2.0	3.2	1.2	3.9	0.5	2.9
addition	27+18	45.0	36	numeric	informative	informative	numeric	-9	1.0	2.8	1.7	3.7	0.5	5.4
multiplication	4*5	20.0	19	english_word	informative	informative	english_word	-1	2.7	7.0	1.4	4.6	0.5	4.4
division	30/29	1.0	0	numeric	informative	informative	numeric	-1	1.7	3.5	1.0	4.8	0.5	5.4
subtraction	7-1	6.0	0	numeric	noninformative	informative	numeric	-6	2.0	3.4	2.8	4.8	0.5	4.5
multiplication	30*1	30.0	28	numeric	informative	noninformative	numeric	-2	1.9	5.1	2.5	6.9	0.5	3.8
addition	12+27	39.0	33	spanish_word	informative	informative	spanish_word	-6	2.9	3.9	1.2	5.2	0.5	4.8
division	13/1	13.0	13	english_word	noninformative	noninformative	english_word	0	2.4	4.3	2.4	5.6	0.5	2.5
addition	16+26	42.0	43	english_word	informative	informative	english_word	1	2.7	5.5	2.1	5.0	0.5	7.8
addition	21+15	36.0	35	english_word	informative	noninformative	english_word	-1	1.6	5.4	2.0	3.4	0.5	6.4
subtraction	4-26	-22.0	-24	english_word	informative	informative	english_word	-2	2.7	4.5	2.2	5.1	0.5	4.0
subtraction	28-10	18.0	16	spanish_word	informative	noninformative	spanish_word	-2	1.9	3.7	2.4	4.1	0.5	4.6
subtraction	26-15	11.0	9	numeric	informative	informative	numeric	-2	1.6	3.4	1.1	3.6	0.5	4.8
division	5/1	5.0	4	spanish_word	noninformative	informative	spanish_word	-1	1.8	4.7	1.9	4.5	0.5	5.9
multiplication	13*6	78.0	81	english_word	informative	noninformative	english_word	3	2.6	3.6	1.9	4.9	0.5	3.8
multiplication	11*7	77.0	86	english_word	informative	informative	english_word	9	2.7	4.9	2.6	4.5	0.5	2.9
division	27/9	3.0	1	spanish_word	informative	informative	spanish_word	-2	2.4	5.0	1.7	5.1	0.5	4.0
subtraction	8-1	7.0	10	numeric	informative	noninformative	numeric	3	2.6	3.5	1.8	6.4	0.5	4.8
addition	9+25	34.0	30	spanish_word	informative	informative	spanish_word	-4	2.7	4.0	1.1	4.2	0.5	4.5
subtraction	26-12	14.0	14	spanish_word	informative	informative	spanish_word	0	1.3	5.1	1.6	4.1	0.5	3.0
addition	9+27	36.0	36	english_word	informative	informative	english_word	0	1.9	3.8	2.7	5.5	0.5	3.9
