trial_type	equation	solution	comparison	equation_representation	feedback_1	feedback_2	comparison_representation	rounded_difference	equation_duration	isi1	comparison_duration	isi2	feedback_duration	iti
subtraction	10-14	-4.0	4	english_word	informative	noninformative	english_word	8	1.4	3.5	1.5	4.2	0.5	6.2
multiplication	22*6	132.0	124	spanish_word	noninformative	noninformative	spanish_word	-8	1.3	2.8	1.8	4.5	0.5	5.0
division	20/14	1.4	8	english_word	informative	informative	english_word	7	2.6	3.3	1.2	4.4	0.5	6.6
multiplication	3*8	24.0	20	numeric	informative	informative	numeric	-4	2.4	3.3	1.3	4.9	0.5	4.0
addition	21+9	30.0	29	numeric	informative	informative	numeric	-1	2.9	4.1	1.9	6.3	0.5	3.2
division	29/8	3.6	4	english_word	informative	informative	english_word	0	2.4	6.1	1.9	5.8	0.5	5.6
multiplication	1*1	1.0	-1	numeric	informative	informative	numeric	-2	1.3	6.5	1.3	3.8	0.5	6.2
division	27/24	1.1	8	spanish_word	informative	informative	spanish_word	7	2.4	4.4	1.6	7.6	0.5	3.8
addition	2+8	10.0	8	english_word	informative	noninformative	english_word	-2	1.9	3.1	1.1	4.3	0.5	4.1
subtraction	30-2	28.0	32	spanish_word	informative	informative	spanish_word	4	1.9	3.6	2.6	3.6	0.5	5.3
addition	1+3	4.0	3	spanish_word	informative	informative	spanish_word	-1	2.3	4.8	1.8	3.9	0.5	4.4
subtraction	26-5	21.0	22	numeric	informative	informative	numeric	1	1.3	6.1	2.8	4.5	0.5	4.1
subtraction	6-9	-3.0	-5	spanish_word	informative	noninformative	spanish_word	-2	1.5	4.4	2.8	5.1	0.5	6.1
addition	24+2	26.0	22	numeric	informative	informative	numeric	-4	1.8	5.5	1.1	4.7	0.5	3.8
division	4/4	1.0	1	english_word	informative	informative	english_word	0	1.3	3.6	2.0	3.7	0.5	3.8
multiplication	9*3	27.0	31	english_word	informative	noninformative	english_word	4	2.4	4.8	2.7	3.7	0.5	3.5
addition	24+23	47.0	46	english_word	noninformative	informative	english_word	-1	1.1	3.7	3.0	4.1	0.5	5.1
multiplication	16*6	96.0	97	english_word	informative	informative	english_word	1	2.9	5.4	2.3	3.9	0.5	5.1
multiplication	10*5	50.0	48	spanish_word	informative	informative	spanish_word	-2	1.1	3.7	2.5	3.4	0.5	7.1
subtraction	14-4	10.0	3	numeric	informative	informative	numeric	-7	2.4	3.8	2.3	6.0	0.5	7.9
division	30/29	1.0	-1	spanish_word	informative	noninformative	spanish_word	-2	2.6	5.2	1.2	4.0	0.5	3.9
addition	22+13	35.0	36	numeric	noninformative	informative	numeric	1	1.7	5.0	1.8	3.1	0.5	2.7
division	13/1	13.0	13	numeric	informative	noninformative	numeric	0	1.8	2.8	1.7	3.8	0.5	3.8
subtraction	3-18	-15.0	-16	spanish_word	noninformative	informative	spanish_word	-1	2.4	3.8	2.2	3.8	0.5	4.7
