trial_type	equation	solution	comparison	equation_representation	feedback_1	feedback_2	comparison_representation	rounded_difference	equation_duration	isi1	comparison_duration	isi2	feedback_duration	iti
subtraction	4-3	1.0	11	numeric	informative	informative	numeric	10	2.0	5.8	1.7	4.1	0.5	6.1
subtraction	4-10	-6.0	-8	spanish_word	noninformative	noninformative	spanish_word	-2	2.9	5.7	1.3	3.4	0.5	5.1
division	12/10	1.2	7	english_word	informative	informative	english_word	6	1.2	5.0	2.7	3.5	0.5	3.8
addition	18+24	42.0	39	spanish_word	noninformative	noninformative	spanish_word	-3	1.3	2.9	1.3	5.5	0.5	2.8
addition	24+16	40.0	34	english_word	informative	informative	english_word	-6	1.1	4.6	1.6	4.3	0.5	4.5
multiplication	5*4	20.0	14	numeric	informative	informative	numeric	-6	1.3	4.3	1.9	5.9	0.5	5.5
division	18/8	2.2	-7	numeric	informative	informative	numeric	-9	2.6	4.1	1.9	3.7	0.5	3.0
multiplication	25*6	150.0	147	english_word	noninformative	noninformative	english_word	-3	2.0	3.3	2.9	4.1	0.5	4.8
multiplication	11*3	33.0	33	numeric	informative	noninformative	numeric	0	1.8	4.1	2.6	5.6	0.5	3.8
division	22/14	1.6	1	spanish_word	informative	informative	spanish_word	-1	3.0	5.7	3.0	4.5	0.5	4.5
multiplication	27*6	162.0	152	numeric	informative	noninformative	numeric	-10	1.3	5.6	2.1	5.5	0.5	4.4
subtraction	9-8	1.0	8	english_word	informative	informative	english_word	7	2.0	4.9	2.0	5.3	0.5	4.4
division	21/2	10.5	8	spanish_word	informative	informative	spanish_word	-3	1.2	5.1	3.0	4.0	0.5	4.1
addition	4+29	33.0	29	english_word	informative	informative	english_word	-4	1.5	3.3	2.5	6.4	0.5	3.7
subtraction	8-29	-21.0	-20	spanish_word	noninformative	informative	spanish_word	1	2.3	5.6	2.4	4.6	0.5	4.9
division	30/21	1.4	8	spanish_word	informative	informative	spanish_word	7	1.4	4.5	1.7	3.7	0.5	6.3
addition	18+25	43.0	43	english_word	informative	noninformative	english_word	0	2.2	3.2	1.5	4.5	0.5	4.8
multiplication	5*9	45.0	53	numeric	informative	informative	numeric	8	2.1	4.4	1.0	5.2	0.5	3.1
subtraction	25-1	24.0	16	english_word	informative	informative	english_word	-8	1.4	3.3	1.4	5.9	0.5	5.0
addition	6+2	8.0	9	numeric	informative	informative	numeric	1	2.5	5.9	2.6	3.0	0.5	3.4
division	30/9	3.3	7	spanish_word	informative	noninformative	spanish_word	4	2.3	6.0	2.5	4.8	0.5	5.0
multiplication	4*3	12.0	21	spanish_word	informative	informative	spanish_word	9	2.6	5.0	1.1	3.7	0.5	5.0
addition	12+12	24.0	18	english_word	informative	informative	english_word	-6	1.0	5.3	1.2	5.4	0.5	3.2
subtraction	24-24	0.0	-5	numeric	informative	informative	numeric	-5	1.1	2.6	2.5	3.1	0.5	3.1
