trial_type	equation	solution	comparison	equation_representation	feedback_1	feedback_2	comparison_representation	rounded_difference	equation_duration	isi1	comparison_duration	isi2	feedback_duration	iti
subtraction	30-1	29.0	26	spanish_word	informative	noninformative	spanish_word	-3	2.5	4.2	1.8	3.9	0.5	4.8
addition	6+22	28.0	27	numeric	informative	noninformative	numeric	-1	1.8	5.2	1.3	4.1	0.5	5.2
addition	22+14	36.0	26	spanish_word	informative	informative	spanish_word	-10	2.6	4.0	1.1	3.9	0.5	2.9
division	23/2	11.5	14	english_word	informative	informative	english_word	2	1.1	4.3	1.1	5.0	0.5	4.0
addition	2+24	26.0	29	english_word	informative	informative	english_word	3	2.5	3.7	1.6	4.1	0.5	5.2
subtraction	22-28	-6.0	-5	english_word	informative	noninformative	english_word	1	3.0	5.0	1.3	3.7	0.5	4.8
subtraction	10-16	-6.0	-14	english_word	informative	informative	english_word	-8	1.6	5.7	1.7	6.5	0.5	5.6
subtraction	13-19	-6.0	-16	english_word	noninformative	noninformative	english_word	-10	2.7	3.9	2.6	2.7	0.5	5.2
division	8/7	1.1	-1	spanish_word	informative	informative	spanish_word	-2	2.1	6.0	1.1	4.2	0.5	7.4
subtraction	8-10	-2.0	-1	english_word	informative	informative	english_word	1	2.0	3.7	1.9	5.1	0.5	3.9
multiplication	16*8	128.0	131	numeric	noninformative	noninformative	numeric	3	1.3	4.8	2.5	3.1	0.5	4.1
addition	25+24	49.0	50	spanish_word	informative	informative	spanish_word	1	2.1	4.1	2.5	2.9	0.5	3.8
addition	5+22	27.0	31	numeric	informative	informative	numeric	4	2.2	3.7	1.8	4.0	0.5	4.9
division	17/3	5.7	13	english_word	informative	noninformative	english_word	7	2.0	4.5	1.4	4.2	0.5	7.7
multiplication	24*4	96.0	100	numeric	informative	informative	numeric	4	2.7	3.7	2.8	4.2	0.5	7.9
division	26/1	26.0	25	spanish_word	informative	informative	spanish_word	-1	2.7	2.5	1.2	2.7	0.5	2.7
division	26/4	6.5	-4	numeric	informative	informative	numeric	-10	1.1	4.5	1.7	6.8	0.5	4.0
multiplication	1*4	4.0	8	english_word	informative	informative	english_word	4	2.4	2.8	1.7	5.1	0.5	7.8
multiplication	5*1	5.0	6	numeric	informative	informative	numeric	1	2.7	4.7	1.3	3.2	0.5	4.9
multiplication	21*5	105.0	106	numeric	noninformative	noninformative	numeric	1	2.1	7.3	2.7	3.0	0.5	3.9
multiplication	9*4	36.0	38	spanish_word	informative	informative	spanish_word	2	1.7	5.0	1.7	4.6	0.5	4.8
addition	16+28	44.0	45	spanish_word	informative	informative	spanish_word	1	1.3	4.8	1.5	3.0	0.5	3.7
subtraction	11-23	-12.0	-16	spanish_word	noninformative	informative	spanish_word	-4	2.5	6.6	2.0	4.1	0.5	6.4
division	17/10	1.7	1	numeric	informative	informative	numeric	-1	2.4	3.3	2.9	5.4	0.5	3.5
