trial_type	equation	solution	comparison	equation_representation	feedback_1	feedback_2	comparison_representation	rounded_difference	equation_duration	isi1	comparison_duration	isi2	feedback_duration	iti
multiplication	28*4	112.0	112	english_word	noninformative	informative	english_word	0	2.1	3.7	2.5	3.4	0.5	5.8
multiplication	15*4	60.0	50	spanish_word	informative	noninformative	spanish_word	-10	1.1	4.6	3.0	5.6	0.5	4.0
addition	10+27	37.0	36	english_word	informative	informative	english_word	-1	2.8	5.6	2.6	3.1	0.5	3.3
division	30/28	1.1	3	english_word	informative	informative	english_word	2	2.9	3.4	2.4	6.7	0.5	3.8
addition	29+18	47.0	56	numeric	informative	informative	numeric	9	2.4	5.1	2.9	3.7	0.5	4.0
multiplication	3*6	18.0	17	numeric	informative	noninformative	numeric	-1	2.1	4.7	1.2	3.1	0.5	4.5
subtraction	16-28	-12.0	-12	spanish_word	informative	informative	spanish_word	0	1.4	3.9	1.4	6.8	0.5	4.2
multiplication	30*3	90.0	98	spanish_word	informative	informative	spanish_word	8	2.2	4.5	2.3	4.5	0.5	5.1
multiplication	8*2	16.0	16	spanish_word	informative	noninformative	spanish_word	0	1.7	3.0	2.6	5.0	0.5	3.7
division	20/1	20.0	19	english_word	informative	informative	english_word	-1	2.9	3.8	2.3	6.4	0.5	3.1
subtraction	8-13	-5.0	-14	english_word	informative	informative	english_word	-9	2.3	4.0	1.1	5.3	0.5	4.0
division	9/2	4.5	2	english_word	informative	noninformative	english_word	-2	2.3	5.3	1.6	6.8	0.5	5.2
subtraction	21-7	14.0	10	numeric	informative	noninformative	numeric	-4	2.9	3.7	1.2	5.0	0.5	3.4
addition	22+11	33.0	36	spanish_word	informative	informative	spanish_word	3	2.3	3.1	2.8	2.8	0.5	5.6
division	25/1	25.0	25	numeric	informative	informative	numeric	0	1.5	5.2	2.9	5.2	0.5	3.3
subtraction	12-2	10.0	4	english_word	informative	informative	english_word	-6	1.5	3.2	2.5	4.2	0.5	3.8
addition	1+29	30.0	28	spanish_word	informative	informative	spanish_word	-2	1.4	4.8	1.1	2.9	0.5	4.3
subtraction	16-26	-10.0	-4	numeric	noninformative	informative	numeric	6	1.2	4.8	2.5	4.4	0.5	6.0
addition	25+14	39.0	33	numeric	informative	noninformative	numeric	-6	1.4	3.3	2.8	5.0	0.5	5.3
subtraction	22-6	16.0	22	spanish_word	informative	informative	spanish_word	6	2.4	5.3	1.5	5.3	0.5	3.7
multiplication	15*1	15.0	16	english_word	noninformative	informative	english_word	1	3.0	6.8	2.9	4.6	0.5	5.6
division	13/4	3.2	4	numeric	informative	noninformative	numeric	1	1.3	3.4	1.8	3.2	0.5	3.8
addition	22+10	32.0	30	spanish_word	informative	informative	spanish_word	-2	1.4	3.5	1.8	4.3	0.5	2.6
division	26/23	1.1	0	numeric	noninformative	informative	numeric	-1	1.6	4.2	1.4	7.0	0.5	4.2
