trial_type	equation	solution	comparison	equation_representation	feedback_1	feedback_2	comparison_representation	rounded_difference	equation_duration	isi1	comparison_duration	isi2	feedback_duration	iti
addition	22+15	37.0	47	spanish_word	informative	noninformative	spanish_word	10	1.6	4.6	2.6	4.5	0.5	3.3
subtraction	4-7	-3.0	-13	spanish_word	noninformative	informative	spanish_word	-10	1.8	4.5	2.1	4.4	0.5	3.6
multiplication	18*1	18.0	25	spanish_word	informative	informative	spanish_word	7	3.0	3.3	2.7	4.9	0.5	3.2
addition	12+2	14.0	4	english_word	informative	informative	english_word	-10	1.2	6.7	2.1	4.3	0.5	4.2
multiplication	14*8	112.0	110	english_word	informative	informative	english_word	-2	2.1	3.3	2.9	2.2	0.5	5.5
multiplication	4*2	8.0	7	english_word	informative	informative	english_word	-1	1.5	3.0	2.9	6.0	0.5	3.7
division	27/10	2.7	4	spanish_word	noninformative	informative	spanish_word	1	2.3	5.4	1.7	3.5	0.5	7.3
division	14/7	2.0	-5	english_word	noninformative	informative	english_word	-7	1.4	3.7	1.9	3.5	0.5	5.7
division	25/19	1.3	4	english_word	informative	informative	english_word	3	2.0	4.5	2.6	2.8	0.5	4.8
division	28/19	1.5	0	numeric	informative	informative	numeric	-1	1.6	6.7	2.4	4.4	0.5	6.2
subtraction	12-27	-15.0	-17	numeric	informative	informative	numeric	-2	2.1	6.0	2.3	4.3	0.5	6.7
addition	1+10	11.0	14	numeric	informative	informative	numeric	3	2.2	5.8	1.5	2.6	0.5	3.3
division	26/12	2.2	5	numeric	noninformative	noninformative	numeric	3	1.9	4.0	1.4	2.8	0.5	6.1
multiplication	14*1	14.0	18	english_word	informative	informative	english_word	4	2.2	4.6	2.9	6.4	0.5	3.8
subtraction	5-30	-25.0	-27	spanish_word	informative	informative	spanish_word	-2	2.1	5.8	2.9	4.3	0.5	5.0
addition	26+19	45.0	45	spanish_word	informative	noninformative	spanish_word	0	2.6	3.2	1.3	6.7	0.5	3.9
subtraction	11-17	-6.0	-7	spanish_word	informative	noninformative	spanish_word	-1	2.4	4.5	2.2	4.4	0.5	3.2
subtraction	26-25	1.0	4	english_word	informative	informative	english_word	3	1.5	5.0	2.2	4.2	0.5	6.8
multiplication	8*7	56.0	53	numeric	informative	noninformative	numeric	-3	2.6	4.7	1.7	6.3	0.5	2.9
division	20/15	1.3	4	numeric	informative	informative	numeric	3	1.3	2.3	2.1	3.4	0.5	3.8
addition	25+27	52.0	56	numeric	informative	informative	numeric	4	2.8	3.6	1.8	5.0	0.5	4.1
addition	3+12	15.0	23	english_word	informative	noninformative	english_word	8	2.2	3.6	1.1	3.3	0.5	4.2
multiplication	23*2	46.0	36	numeric	informative	noninformative	numeric	-10	1.3	4.9	1.1	3.4	0.5	6.8
subtraction	12-30	-18.0	-16	spanish_word	informative	informative	spanish_word	2	2.6	6.4	2.8	5.4	0.5	3.6
