trial_type	equation	solution	comparison	equation_representation	feedback_1	feedback_2	comparison_representation	rounded_difference	equation_duration	isi1	comparison_duration	isi2	feedback_duration	iti
division	30/25	1.2	7	numeric	informative	noninformative	numeric	6	1.9	3.9	2.4	4.4	0.5	4.2
subtraction	16-24	-8.0	-2	numeric	informative	informative	numeric	6	2.3	4.6	1.9	5.5	0.5	4.0
multiplication	8*7	56.0	59	numeric	informative	informative	numeric	3	2.1	4.5	1.5	4.6	0.5	4.7
multiplication	24*2	48.0	46	english_word	informative	noninformative	english_word	-2	2.4	5.4	1.3	3.6	0.5	3.7
subtraction	14-23	-9.0	-10	english_word	informative	noninformative	english_word	-1	2.3	4.8	1.4	3.8	0.5	6.2
addition	15+29	44.0	48	english_word	informative	noninformative	english_word	4	2.4	4.0	1.7	7.3	0.5	3.9
addition	14+19	33.0	35	numeric	noninformative	informative	numeric	2	1.6	3.3	2.2	7.9	0.5	3.5
addition	1+12	13.0	6	english_word	informative	noninformative	english_word	-7	1.6	4.0	1.8	2.9	0.5	3.7
subtraction	21-10	11.0	12	numeric	informative	informative	numeric	1	1.5	3.7	2.8	5.2	0.5	5.6
subtraction	17-17	0.0	1	numeric	noninformative	informative	numeric	1	1.4	4.3	2.1	7.5	0.5	3.5
subtraction	20-3	17.0	18	english_word	informative	informative	english_word	1	1.2	7.5	2.7	5.4	0.5	5.7
division	13/2	6.5	4	numeric	informative	informative	numeric	-3	2.4	4.7	2.7	6.4	0.5	3.1
multiplication	9*9	81.0	81	numeric	informative	informative	numeric	0	2.2	3.2	1.2	4.9	0.5	3.7
division	9/2	4.5	8	english_word	informative	informative	english_word	3	1.7	5.7	1.5	4.5	0.5	4.0
multiplication	25*8	200.0	201	numeric	noninformative	informative	numeric	1	3.0	4.9	2.9	6.2	0.5	4.3
addition	6+22	28.0	36	english_word	informative	informative	english_word	8	1.4	4.3	2.8	3.5	0.5	3.7
addition	25+19	44.0	37	numeric	informative	informative	numeric	-7	1.5	3.6	1.5	3.8	0.5	3.8
multiplication	12*5	60.0	52	english_word	noninformative	informative	english_word	-8	2.3	4.6	3.0	4.7	0.5	4.3
subtraction	8-14	-6.0	-8	numeric	informative	noninformative	numeric	-2	2.0	5.3	2.2	3.5	0.5	3.5
division	23/13	1.8	8	english_word	informative	informative	english_word	6	2.9	6.1	1.0	4.2	0.5	6.9
division	28/22	1.3	5	english_word	informative	informative	english_word	4	2.6	5.4	1.8	4.0	0.5	5.3
multiplication	17*4	68.0	67	english_word	informative	noninformative	english_word	-1	1.7	2.7	1.3	2.7	0.5	2.9
division	30/5	6.0	7	numeric	informative	informative	numeric	1	2.8	5.7	2.8	2.5	0.5	4.9
addition	6+7	13.0	12	english_word	informative	informative	english_word	-1	1.2	4.8	2.4	2.2	0.5	3.4
