trial_type	equation	solution	comparison	equation_representation	feedback_1	feedback_2	comparison_representation	rounded_difference	equation_duration	isi1	comparison_duration	isi2	feedback_duration	iti
multiplication	21*3	63.0	58	english_word	informative	informative	english_word	-5	1.2	4.8	2.8	3.7	0.5	4.0
multiplication	21*9	189.0	189	numeric	informative	informative	numeric	0	2.6	4.7	1.3	3.4	0.5	3.5
subtraction	19-28	-9.0	-13	english_word	noninformative	informative	english_word	-4	1.9	3.9	2.0	3.9	0.5	6.2
multiplication	26*9	234.0	230	english_word	informative	informative	english_word	-4	2.4	5.2	2.5	7.2	0.5	4.2
addition	2+5	7.0	12	numeric	informative	informative	numeric	5	3.0	3.4	2.3	3.2	0.5	3.8
division	30/17	1.8	1	english_word	informative	informative	english_word	-1	2.1	4.5	1.9	4.3	0.5	4.5
addition	15+21	36.0	31	numeric	noninformative	noninformative	numeric	-5	2.0	5.1	1.4	2.5	0.5	2.9
addition	29+11	40.0	46	numeric	informative	noninformative	numeric	6	1.1	5.5	2.0	3.4	0.5	4.6
addition	25+15	40.0	49	english_word	noninformative	informative	english_word	9	1.5	5.2	1.7	3.5	0.5	3.4
multiplication	29*9	261.0	256	english_word	informative	noninformative	english_word	-5	2.0	3.2	2.0	6.5	0.5	3.3
division	9/5	1.8	4	numeric	noninformative	informative	numeric	2	2.4	3.7	1.7	3.9	0.5	3.1
addition	5+2	7.0	5	numeric	informative	informative	numeric	-2	2.6	3.8	2.7	7.3	0.5	5.0
division	17/6	2.8	0	english_word	informative	informative	english_word	-3	1.8	6.2	2.5	5.4	0.5	4.8
division	28/14	2.0	4	english_word	informative	informative	english_word	2	1.1	6.0	1.6	4.4	0.5	3.4
multiplication	17*7	119.0	116	numeric	informative	informative	numeric	-3	1.6	4.7	2.1	4.1	0.5	5.7
subtraction	25-24	1.0	7	numeric	informative	noninformative	numeric	6	2.8	4.4	1.6	4.3	0.5	5.0
subtraction	9-30	-21.0	-21	english_word	informative	informative	english_word	0	1.4	4.9	1.9	5.6	0.5	4.4
subtraction	30-22	8.0	5	numeric	informative	informative	numeric	-3	1.9	3.7	1.7	5.9	0.5	4.2
subtraction	13-26	-13.0	-13	numeric	informative	informative	numeric	0	2.9	7.9	2.3	4.8	0.5	4.7
addition	21+4	25.0	28	numeric	informative	noninformative	numeric	3	1.0	4.2	1.7	4.6	0.5	2.9
subtraction	28-1	27.0	22	english_word	informative	noninformative	english_word	-5	2.2	4.8	1.9	3.7	0.5	5.4
division	17/6	2.8	4	english_word	informative	noninformative	english_word	1	2.9	6.1	2.4	6.6	0.5	4.2
division	19/8	2.4	-3	numeric	informative	informative	numeric	-5	1.5	3.0	1.8	4.6	0.5	3.2
multiplication	24*8	192.0	195	english_word	informative	informative	english_word	3	2.1	4.7	2.8	3.5	0.5	4.0
