trial_type	equation	solution	comparison	equation_representation	feedback_1	feedback_2	comparison_representation	rounded_difference	equation_duration	isi1	comparison_duration	isi2	feedback_duration	iti
division	11/3	3.7	5	english_word	informative	noninformative	english_word	1	1.3	4.4	1.4	3.7	0.5	6.4
division	20/9	2.2	1	english_word	noninformative	informative	english_word	-1	1.3	4.3	2.8	3.1	0.5	6.2
multiplication	30*4	120.0	126	english_word	informative	informative	english_word	6	1.4	3.8	1.1	4.6	0.5	4.8
multiplication	3*6	18.0	28	numeric	informative	informative	numeric	10	1.3	5.2	2.9	3.7	0.5	5.6
addition	8+15	23.0	20	numeric	informative	noninformative	numeric	-3	1.5	4.7	1.3	4.7	0.5	4.4
multiplication	30*4	120.0	120	numeric	informative	informative	numeric	0	1.7	3.1	2.9	5.7	0.5	5.6
subtraction	19-13	6.0	8	numeric	informative	noninformative	numeric	2	1.7	5.6	1.7	4.4	0.5	3.9
subtraction	11-14	-3.0	-5	english_word	informative	informative	english_word	-2	2.0	4.8	2.9	3.3	0.5	4.7
division	29/24	1.2	3	numeric	informative	informative	numeric	2	2.5	3.5	2.3	4.5	0.5	4.6
division	13/6	2.2	5	english_word	informative	noninformative	english_word	3	1.3	4.3	2.2	2.6	0.5	3.6
subtraction	12-17	-5.0	-13	english_word	noninformative	informative	english_word	-8	1.2	5.4	2.7	7.1	0.5	3.6
subtraction	21-15	6.0	9	english_word	informative	informative	english_word	3	1.9	7.6	1.9	6.0	0.5	3.7
addition	3+4	7.0	13	english_word	informative	informative	english_word	6	1.5	2.3	2.3	3.5	0.5	4.3
subtraction	21-16	5.0	4	numeric	informative	noninformative	numeric	-1	2.6	4.3	1.9	3.5	0.5	5.5
division	29/4	7.2	6	numeric	informative	informative	numeric	-1	2.1	4.4	2.3	4.4	0.5	3.2
subtraction	14-15	-1.0	-2	numeric	informative	informative	numeric	-1	1.2	3.8	2.9	2.9	0.5	3.1
addition	8+16	24.0	34	english_word	informative	informative	english_word	10	2.3	4.5	1.8	4.1	0.5	5.0
multiplication	9*3	27.0	26	english_word	noninformative	informative	english_word	-1	1.1	6.7	2.9	6.3	0.5	5.1
addition	6+27	33.0	32	numeric	informative	informative	numeric	-1	2.3	4.1	1.6	3.9	0.5	6.7
addition	8+12	20.0	24	numeric	informative	informative	numeric	4	1.3	4.7	2.1	4.7	0.5	5.5
multiplication	5*1	5.0	-1	english_word	informative	noninformative	english_word	-6	2.0	5.1	2.5	5.1	0.5	5.4
multiplication	4*2	8.0	8	numeric	noninformative	noninformative	numeric	0	1.5	3.6	1.7	6.2	0.5	4.5
division	14/4	3.5	10	numeric	informative	informative	numeric	6	1.0	4.4	1.8	3.7	0.5	3.8
addition	4+5	9.0	8	english_word	informative	informative	english_word	-1	1.0	4.8	1.6	5.7	0.5	3.3
