trial_type	equation	solution	comparison	equation_representation	feedback_1	feedback_2	comparison_representation	rounded_difference	equation_duration	isi1	comparison_duration	isi2	feedback_duration	iti
multiplication	29*3	87.0	85	numeric	informative	informative	numeric	-2	2.7	4.1	2.4	3.5	0.5	4.4
addition	12+7	19.0	20	english_word	informative	noninformative	english_word	1	1.2	3.8	2.0	5.0	0.5	7.6
division	22/18	1.2	3	english_word	informative	informative	english_word	2	1.0	3.5	2.8	3.2	0.5	8.0
division	25/13	1.9	8	numeric	informative	informative	numeric	6	2.8	3.5	2.1	3.5	0.5	4.0
division	28/2	14.0	24	english_word	informative	informative	english_word	10	1.3	3.9	1.0	4.4	0.5	4.4
division	27/13	2.1	9	english_word	informative	noninformative	english_word	7	2.2	5.6	2.1	3.0	0.5	4.3
division	28/1	28.0	20	english_word	informative	noninformative	english_word	-8	1.2	5.6	2.1	5.9	0.5	5.3
multiplication	12*9	108.0	112	english_word	noninformative	informative	english_word	4	2.6	3.8	2.8	3.2	0.5	3.4
division	25/20	1.2	4	numeric	informative	informative	numeric	3	1.1	3.9	1.2	3.4	0.5	4.2
subtraction	20-4	16.0	16	numeric	informative	noninformative	numeric	0	2.1	4.5	1.9	7.4	0.5	5.7
multiplication	28*8	224.0	225	english_word	informative	informative	english_word	1	1.4	4.5	1.5	4.3	0.5	2.4
subtraction	21-7	14.0	17	numeric	informative	informative	numeric	3	1.5	5.4	1.6	3.7	0.5	5.4
subtraction	6-3	3.0	1	english_word	informative	informative	english_word	-2	1.4	4.8	2.5	5.3	0.5	7.3
subtraction	5-4	1.0	1	english_word	informative	noninformative	english_word	0	1.0	4.9	2.8	6.1	0.5	5.4
subtraction	20-14	6.0	7	english_word	informative	informative	english_word	1	2.3	6.9	1.0	2.4	0.5	7.4
multiplication	17*9	153.0	149	numeric	noninformative	informative	numeric	-4	1.7	5.1	2.0	7.3	0.5	5.5
multiplication	24*7	168.0	160	numeric	informative	informative	numeric	-8	1.9	3.9	1.8	4.6	0.5	2.8
addition	22+18	40.0	33	english_word	informative	informative	english_word	-7	2.2	5.9	2.2	3.4	0.5	4.3
subtraction	21-26	-5.0	-2	numeric	informative	noninformative	numeric	3	1.8	3.2	1.7	7.1	0.5	3.7
addition	10+29	39.0	41	numeric	informative	informative	numeric	2	2.7	4.5	1.2	2.9	0.5	7.8
addition	11+23	34.0	42	numeric	informative	noninformative	numeric	8	1.0	7.0	3.0	6.0	0.5	6.1
addition	14+9	23.0	21	numeric	noninformative	informative	numeric	-2	2.1	3.0	2.9	3.6	0.5	3.5
addition	4+17	21.0	27	english_word	noninformative	informative	english_word	6	1.1	4.5	1.5	3.9	0.5	2.8
multiplication	25*5	125.0	115	numeric	informative	informative	numeric	-10	1.7	2.9	1.0	4.4	0.5	3.2
