trial_type	equation	solution	comparison	equation_representation	feedback_1	feedback_2	comparison_representation	rounded_difference	equation_duration	isi1	comparison_duration	isi2	feedback_duration	iti
multiplication	7*9	63.0	63	english_word	informative	informative	english_word	0	1.8	4.5	2.7	5.3	0.5	3.1
division	12/9	1.3	2	numeric	informative	informative	numeric	1	1.1	4.1	2.0	4.3	0.5	4.9
subtraction	5-19	-14.0	-17	english_word	informative	informative	english_word	-3	2.6	3.9	2.3	7.0	0.5	4.5
subtraction	1-18	-17.0	-19	english_word	informative	noninformative	english_word	-2	1.6	6.3	2.7	5.8	0.5	5.1
subtraction	9-24	-15.0	-15	numeric	informative	noninformative	numeric	0	1.9	3.4	1.9	4.4	0.5	3.7
division	18/11	1.6	6	numeric	informative	informative	numeric	4	1.6	5.8	2.5	6.3	0.5	2.9
subtraction	11-26	-15.0	-20	english_word	informative	noninformative	english_word	-5	2.1	3.4	2.3	4.0	0.5	6.7
multiplication	21*8	168.0	168	english_word	noninformative	informative	english_word	0	2.2	4.4	1.7	3.1	0.5	5.1
addition	27+29	56.0	54	numeric	noninformative	informative	numeric	-2	2.6	3.2	1.0	5.7	0.5	4.0
division	26/12	2.2	1	english_word	informative	informative	english_word	-1	2.4	5.6	2.1	3.1	0.5	3.7
addition	18+7	25.0	35	numeric	informative	informative	numeric	10	3.0	5.1	1.6	5.7	0.5	4.3
addition	15+1	16.0	9	numeric	informative	informative	numeric	-7	2.2	4.2	1.3	3.8	0.5	4.7
subtraction	14-26	-12.0	-9	english_word	informative	noninformative	english_word	3	2.6	4.7	2.1	4.0	0.5	4.9
division	21/11	1.9	8	numeric	informative	noninformative	numeric	6	2.4	3.5	1.4	4.0	0.5	4.1
subtraction	26-1	25.0	26	english_word	informative	noninformative	english_word	1	1.1	5.8	1.8	3.9	0.5	4.0
division	25/11	2.3	7	english_word	noninformative	informative	english_word	5	2.8	3.5	1.5	4.5	0.5	3.7
multiplication	20*3	60.0	64	english_word	informative	informative	english_word	4	1.9	3.2	1.1	4.2	0.5	3.4
multiplication	2*5	10.0	4	numeric	informative	informative	numeric	-6	1.2	6.6	2.1	3.3	0.5	3.1
division	22/1	22.0	22	english_word	informative	noninformative	english_word	0	2.7	3.5	2.8	6.8	0.5	4.8
multiplication	8*2	16.0	15	numeric	informative	informative	numeric	-1	1.4	6.4	1.4	4.8	0.5	4.5
addition	16+17	33.0	34	numeric	informative	informative	numeric	1	1.3	3.1	2.4	3.8	0.5	7.0
addition	22+21	43.0	44	numeric	noninformative	informative	numeric	1	1.9	2.5	2.4	4.9	0.5	3.0
addition	24+2	26.0	28	english_word	informative	informative	english_word	2	2.3	6.7	1.1	7.6	0.5	6.4
multiplication	9*6	54.0	53	numeric	informative	informative	numeric	-1	2.9	3.3	2.2	3.8	0.5	4.7
