trial_type	equation	solution	comparison	equation_representation	feedback_1	feedback_2	comparison_representation	rounded_difference	equation_duration	isi1	comparison_duration	isi2	feedback_duration	iti
multiplication	6*2	12.0	10	numeric	noninformative	noninformative	numeric	-2	2.2	5.4	2.7	8.0	0.5	4.0
addition	21+13	34.0	37	english_word	informative	informative	english_word	3	1.1	7.5	2.9	6.1	0.5	4.7
subtraction	14-26	-12.0	-13	english_word	informative	noninformative	english_word	-1	1.1	3.3	2.4	5.0	0.5	6.2
division	22/20	1.1	-9	numeric	informative	informative	numeric	-10	2.6	3.1	2.2	4.8	0.5	3.8
division	15/10	1.5	6	english_word	informative	informative	english_word	4	1.8	3.6	1.2	5.2	0.5	3.5
multiplication	13*3	39.0	45	english_word	informative	informative	english_word	6	1.1	3.4	2.0	4.2	0.5	5.5
multiplication	21*3	63.0	73	numeric	informative	informative	numeric	10	1.0	3.7	2.3	4.8	0.5	5.3
subtraction	29-15	14.0	5	numeric	informative	informative	numeric	-9	1.2	4.3	2.4	6.0	0.5	4.0
multiplication	26*1	26.0	36	numeric	informative	informative	numeric	10	2.5	3.3	2.1	3.3	0.5	4.1
subtraction	18-7	11.0	9	numeric	noninformative	informative	numeric	-2	2.5	2.9	2.4	4.3	0.5	6.8
addition	5+14	19.0	21	english_word	informative	noninformative	english_word	2	1.6	4.1	1.9	2.6	0.5	3.1
division	12/11	1.1	4	numeric	informative	informative	numeric	3	2.8	3.3	1.2	3.2	0.5	2.9
addition	22+9	31.0	31	english_word	informative	informative	english_word	0	2.6	2.8	1.2	4.2	0.5	3.2
multiplication	15*4	60.0	62	english_word	informative	noninformative	english_word	2	2.3	4.3	2.0	5.3	0.5	6.4
division	28/9	3.1	4	numeric	informative	noninformative	numeric	1	2.6	5.3	2.2	5.4	0.5	2.8
subtraction	10-13	-3.0	1	english_word	informative	informative	english_word	4	1.6	4.5	1.5	4.2	0.5	4.4
multiplication	14*6	84.0	83	english_word	informative	informative	english_word	-1	2.2	4.2	2.5	4.0	0.5	3.7
division	29/14	2.1	1	english_word	informative	informative	english_word	-1	2.0	4.5	2.2	7.0	0.5	5.7
addition	28+11	39.0	40	numeric	noninformative	noninformative	numeric	1	1.8	5.9	2.2	5.3	0.5	4.1
subtraction	24-28	-4.0	2	english_word	informative	informative	english_word	6	1.3	4.7	2.0	6.2	0.5	4.2
addition	4+1	5.0	3	numeric	informative	informative	numeric	-2	1.1	3.4	2.3	4.7	0.5	7.7
addition	27+18	45.0	48	numeric	noninformative	informative	numeric	3	2.7	3.5	3.0	3.2	0.5	4.2
subtraction	25-26	-1.0	8	english_word	informative	informative	english_word	9	1.5	2.8	2.6	5.7	0.5	3.1
division	23/9	2.6	-4	numeric	informative	noninformative	numeric	-7	1.5	4.8	2.4	4.8	0.5	5.1
