trial_type	equation	solution	comparison	equation_representation	feedback_1	feedback_2	comparison_representation	rounded_difference	equation_duration	isi1	comparison_duration	isi2	feedback_duration	iti
division	15/13	1.2	8	numeric	noninformative	informative	numeric	7	1.1	5.3	1.8	4.4	0.5	6.8
subtraction	14-5	9.0	7	english_word	informative	noninformative	english_word	-2	1.1	4.4	2.4	4.2	0.5	5.7
division	14/10	1.4	10	english_word	informative	informative	english_word	9	1.1	4.3	2.8	4.1	0.5	3.4
division	25/15	1.7	-3	english_word	informative	informative	english_word	-5	1.0	2.3	3.0	4.9	0.5	4.8
subtraction	11-20	-9.0	-12	english_word	informative	informative	english_word	-3	2.0	3.8	1.2	4.2	0.5	5.6
multiplication	13*8	104.0	102	numeric	noninformative	informative	numeric	-2	2.8	3.3	2.4	3.3	0.5	5.1
addition	6+8	14.0	10	english_word	informative	informative	english_word	-4	2.5	4.7	1.2	5.4	0.5	4.6
addition	15+5	20.0	27	numeric	informative	noninformative	numeric	7	2.4	4.0	2.3	4.3	0.5	3.4
subtraction	18-15	3.0	2	numeric	informative	informative	numeric	-1	2.9	4.9	2.1	3.4	0.5	5.7
subtraction	5-17	-12.0	-11	numeric	informative	informative	numeric	1	1.9	4.1	2.0	4.3	0.5	7.1
subtraction	30-29	1.0	1	numeric	informative	informative	numeric	0	1.1	6.9	1.1	5.4	0.5	4.5
division	24/10	2.4	4	english_word	informative	noninformative	english_word	2	2.0	4.4	1.4	5.8	0.5	3.9
multiplication	27*8	216.0	213	english_word	informative	noninformative	english_word	-3	1.2	5.5	2.5	4.2	0.5	3.9
addition	12+30	42.0	52	english_word	informative	informative	english_word	10	1.9	4.1	1.9	3.0	0.5	7.0
multiplication	24*9	216.0	215	numeric	informative	informative	numeric	-1	1.9	5.0	2.3	4.4	0.5	6.7
multiplication	20*8	160.0	160	numeric	informative	noninformative	numeric	0	1.4	5.2	1.1	5.2	0.5	3.1
addition	13+3	16.0	15	numeric	informative	informative	numeric	-1	2.5	4.0	2.2	3.9	0.5	7.5
division	25/20	1.2	3	english_word	informative	informative	english_word	2	2.9	4.4	2.3	3.6	0.5	3.1
addition	26+21	47.0	38	numeric	noninformative	noninformative	numeric	-9	2.6	4.3	1.3	4.3	0.5	3.7
subtraction	21-3	18.0	18	english_word	informative	informative	english_word	0	1.6	3.5	2.1	4.9	0.5	4.3
division	22/4	5.5	16	english_word	informative	noninformative	english_word	10	2.9	6.5	1.5	6.8	0.5	3.6
multiplication	3*7	21.0	21	numeric	noninformative	informative	numeric	0	1.1	3.2	1.9	4.3	0.5	3.4
multiplication	4*4	16.0	23	numeric	informative	informative	numeric	7	3.0	7.4	1.7	3.9	0.5	5.3
addition	26+1	27.0	36	english_word	informative	informative	english_word	9	1.4	2.0	1.4	5.5	0.5	4.4
