trial_type	equation	solution	comparison	equation_representation	feedback_1	feedback_2	comparison_representation	rounded_difference	equation_duration	isi1	comparison_duration	isi2	feedback_duration	iti
division	18/9	2.0	5	numeric	informative	informative	numeric	3	2.6	4.5	1.7	2.9	0.5	6.4
multiplication	14*7	98.0	98	english_word	informative	informative	english_word	0	2.6	6.3	1.1	4.2	0.5	3.2
division	14/13	1.1	-2	numeric	informative	informative	numeric	-3	2.6	5.5	2.4	4.4	0.5	4.7
subtraction	14-13	1.0	10	numeric	noninformative	informative	numeric	9	2.0	3.2	1.5	4.2	0.5	5.8
subtraction	28-3	25.0	34	english_word	informative	noninformative	english_word	9	1.6	4.2	1.4	2.7	0.5	5.0
addition	13+28	41.0	40	english_word	informative	informative	english_word	-1	2.3	5.1	3.0	3.9	0.5	4.1
division	30/9	3.3	6	english_word	informative	noninformative	english_word	3	1.5	5.3	2.7	5.3	0.5	2.9
subtraction	15-28	-13.0	-13	english_word	informative	informative	english_word	0	1.4	3.9	2.9	4.3	0.5	7.0
subtraction	16-23	-7.0	-11	numeric	informative	informative	numeric	-4	1.5	5.2	1.5	3.5	0.5	4.7
addition	7+12	19.0	21	numeric	informative	noninformative	numeric	2	1.1	3.5	1.1	3.1	0.5	4.5
addition	6+4	10.0	11	numeric	informative	informative	numeric	1	2.5	4.0	2.1	3.8	0.5	5.0
addition	23+12	35.0	26	english_word	informative	informative	english_word	-9	2.4	4.2	2.5	5.6	0.5	3.8
subtraction	27-1	26.0	17	numeric	noninformative	informative	numeric	-9	1.4	4.7	2.8	4.2	0.5	4.6
multiplication	29*5	145.0	144	numeric	noninformative	informative	numeric	-1	1.8	5.4	1.5	3.4	0.5	4.5
multiplication	27*9	243.0	243	english_word	informative	informative	english_word	0	1.1	6.4	2.7	4.9	0.5	5.7
division	23/1	23.0	24	numeric	informative	noninformative	numeric	1	2.0	6.8	2.5	3.9	0.5	5.2
addition	5+26	31.0	40	english_word	informative	informative	english_word	9	3.0	5.4	2.5	3.9	0.5	7.1
multiplication	22*7	154.0	159	english_word	noninformative	noninformative	english_word	5	2.7	3.8	1.5	3.3	0.5	4.7
multiplication	24*8	192.0	192	english_word	informative	noninformative	english_word	0	2.7	3.0	3.0	4.0	0.5	4.4
division	7/2	3.5	8	numeric	informative	informative	numeric	4	2.7	3.4	1.3	4.8	0.5	4.6
division	25/10	2.5	2	numeric	informative	informative	numeric	-1	2.4	5.2	1.6	3.5	0.5	3.8
multiplication	18*9	162.0	157	numeric	informative	informative	numeric	-5	2.2	3.6	1.7	4.5	0.5	5.5
subtraction	2-20	-18.0	-21	english_word	informative	informative	english_word	-3	2.4	3.5	1.3	4.9	0.5	4.4
addition	5+15	20.0	21	english_word	informative	noninformative	english_word	1	1.4	5.3	1.6	4.1	0.5	6.9
