trial_type	equation	solution	comparison	equation_representation	feedback_1	feedback_2	comparison_representation	rounded_difference	equation_duration	isi1	comparison_duration	isi2	feedback_duration	iti
addition	6+20	26.0	36	english_word	informative	informative	english_word	10	1.2	3.9	2.4	2.9	0.5	2.8
addition	23+12	35.0	33	numeric	informative	noninformative	numeric	-2	1.3	3.3	2.5	3.3	0.5	3.0
subtraction	24-8	16.0	16	numeric	informative	noninformative	numeric	0	1.2	4.5	2.2	5.6	0.5	4.7
multiplication	4*8	32.0	32	english_word	informative	informative	english_word	0	1.2	3.7	1.3	4.3	0.5	4.9
subtraction	7-17	-10.0	-16	english_word	informative	informative	english_word	-6	2.5	5.1	2.8	5.3	0.5	4.9
division	24/21	1.1	-1	english_word	informative	informative	english_word	-2	1.8	5.7	3.0	6.7	0.5	3.9
multiplication	18*9	162.0	154	english_word	informative	noninformative	english_word	-8	2.2	3.5	2.3	3.6	0.5	5.5
multiplication	17*6	102.0	99	english_word	informative	informative	english_word	-3	1.1	3.7	2.5	2.9	0.5	3.4
addition	26+4	30.0	26	english_word	noninformative	informative	english_word	-4	1.9	3.1	2.0	3.5	0.5	3.5
addition	27+25	52.0	52	numeric	informative	informative	numeric	0	2.0	3.0	1.4	5.1	0.5	3.6
subtraction	1-14	-13.0	-19	numeric	informative	noninformative	numeric	-6	2.6	4.0	2.8	5.0	0.5	3.8
subtraction	12-20	-8.0	-17	english_word	noninformative	noninformative	english_word	-9	2.6	2.8	1.7	3.1	0.5	8.0
division	20/17	1.2	-8	english_word	informative	informative	english_word	-9	1.7	3.1	1.3	5.5	0.5	6.4
multiplication	21*2	42.0	49	numeric	noninformative	informative	numeric	7	2.9	3.7	1.0	4.3	0.5	6.8
subtraction	6-28	-22.0	-25	numeric	informative	informative	numeric	-3	1.1	3.1	2.6	6.6	0.5	4.0
subtraction	23-26	-3.0	-10	numeric	informative	informative	numeric	-7	1.2	4.2	1.4	5.2	0.5	5.3
multiplication	11*7	77.0	74	numeric	informative	informative	numeric	-3	1.8	4.3	1.6	4.8	0.5	4.5
division	26/13	2.0	-4	numeric	informative	informative	numeric	-6	2.1	7.2	1.3	4.5	0.5	4.1
addition	22+2	24.0	14	english_word	informative	informative	english_word	-10	2.0	6.7	1.5	3.1	0.5	3.8
addition	8+22	30.0	32	english_word	informative	informative	english_word	2	2.6	4.8	2.5	3.9	0.5	3.9
multiplication	14*5	70.0	70	numeric	informative	informative	numeric	0	2.4	5.1	1.0	4.6	0.5	6.9
division	10/5	2.0	2	numeric	informative	noninformative	numeric	0	1.8	5.0	1.2	7.7	0.5	3.8
division	24/2	12.0	13	numeric	noninformative	informative	numeric	1	2.5	4.0	1.8	4.5	0.5	4.8
division	30/18	1.7	8	english_word	informative	noninformative	english_word	6	2.9	4.6	2.1	5.0	0.5	5.2
