trial_type	equation	solution	comparison	equation_representation	feedback_1	feedback_2	comparison_representation	rounded_difference	equation_duration	isi1	comparison_duration	isi2	feedback_duration	iti
subtraction	25-26	-1.0	-8	english_word	informative	informative	english_word	-7	2.7	3.7	1.6	5.8	0.5	5.3
division	8/6	1.3	3	numeric	informative	informative	numeric	2	2.2	2.9	1.7	6.4	0.5	4.3
multiplication	29*9	261.0	263	numeric	informative	informative	numeric	2	1.5	4.6	2.3	4.9	0.5	3.6
multiplication	28*3	84.0	86	numeric	informative	noninformative	numeric	2	1.5	6.0	2.8	4.6	0.5	3.1
addition	9+10	19.0	20	english_word	informative	noninformative	english_word	1	2.8	4.3	2.5	2.6	0.5	4.2
subtraction	27-13	14.0	14	numeric	informative	informative	numeric	0	2.1	5.5	2.2	4.2	0.5	2.8
multiplication	27*6	162.0	155	english_word	noninformative	informative	english_word	-7	2.4	3.1	2.9	6.6	0.5	2.9
multiplication	10*6	60.0	53	numeric	informative	informative	numeric	-7	1.8	5.7	1.7	3.6	0.5	4.5
division	5/4	1.2	2	english_word	informative	informative	english_word	1	2.8	5.4	1.3	3.9	0.5	3.4
subtraction	11-1	10.0	8	english_word	informative	informative	english_word	-2	2.6	3.6	2.0	3.5	0.5	4.4
subtraction	24-17	7.0	10	english_word	informative	noninformative	english_word	3	2.9	2.9	2.5	4.4	0.5	6.9
multiplication	11*7	77.0	74	numeric	noninformative	noninformative	numeric	-3	1.4	3.4	2.0	4.6	0.5	4.0
multiplication	14*5	70.0	71	english_word	informative	noninformative	english_word	1	2.2	6.3	2.8	3.2	0.5	6.3
subtraction	4-1	3.0	1	numeric	informative	noninformative	numeric	-2	1.2	2.8	2.6	4.2	0.5	4.2
subtraction	18-7	11.0	12	english_word	informative	informative	english_word	1	2.8	5.1	2.7	4.5	0.5	4.7
division	29/8	3.6	12	numeric	informative	informative	numeric	8	2.9	4.4	2.4	4.5	0.5	4.5
addition	19+16	35.0	43	english_word	informative	informative	english_word	8	1.7	3.9	1.9	3.5	0.5	3.2
addition	28+18	46.0	48	numeric	noninformative	informative	numeric	2	1.5	3.6	2.9	4.3	0.5	3.7
division	11/7	1.6	0	numeric	informative	informative	numeric	-2	2.0	7.2	2.7	4.2	0.5	5.6
addition	4+24	28.0	35	numeric	informative	noninformative	numeric	7	1.2	3.7	1.5	4.1	0.5	5.2
addition	8+6	14.0	14	english_word	informative	informative	english_word	0	1.8	4.9	2.4	5.6	0.5	5.1
division	19/4	4.8	5	numeric	informative	informative	numeric	0	2.9	4.9	1.7	2.5	0.5	5.0
division	29/2	14.5	14	english_word	noninformative	informative	english_word	-1	1.1	4.2	1.0	5.7	0.5	5.9
addition	30+5	35.0	29	english_word	informative	informative	english_word	-6	1.4	3.4	1.5	3.2	0.5	6.6
