trial_type	equation	solution	comparison	equation_representation	feedback_1	feedback_2	comparison_representation	rounded_difference	equation_duration	isi1	comparison_duration	isi2	feedback_duration	iti
multiplication	26*4	104.0	100	numeric	informative	noninformative	numeric	-4	1.2	3.8	1.9	4.3	0.5	3.2
division	26/17	1.5	-1	numeric	informative	noninformative	numeric	-3	2.2	3.9	2.3	5.8	0.5	3.3
multiplication	11*3	33.0	40	english_word	informative	noninformative	english_word	7	1.3	7.2	1.2	4.5	0.5	4.1
addition	12+29	41.0	38	english_word	informative	informative	english_word	-3	1.5	4.7	2.8	4.0	0.5	5.0
subtraction	27-30	-3.0	-11	english_word	noninformative	informative	english_word	-8	1.7	4.1	1.6	5.1	0.5	3.6
addition	2+18	20.0	21	english_word	informative	informative	english_word	1	2.7	5.7	1.5	2.7	0.5	7.5
addition	30+22	52.0	54	numeric	informative	informative	numeric	2	2.3	4.0	1.0	4.7	0.5	3.7
subtraction	20-20	0.0	-5	english_word	informative	informative	english_word	-5	2.1	4.3	2.1	3.8	0.5	5.4
addition	17+3	20.0	18	english_word	informative	informative	english_word	-2	1.1	3.6	2.0	4.7	0.5	2.7
division	10/2	5.0	3	numeric	noninformative	informative	numeric	-2	2.5	6.0	2.3	5.3	0.5	7.2
subtraction	26-22	4.0	-3	english_word	informative	informative	english_word	-7	1.8	2.3	3.0	4.3	0.5	3.9
multiplication	9*7	63.0	63	english_word	informative	noninformative	english_word	0	2.6	4.6	2.8	5.1	0.5	4.4
addition	4+4	8.0	11	english_word	informative	informative	english_word	3	1.5	3.4	2.8	6.7	0.5	6.3
addition	12+13	25.0	16	numeric	informative	noninformative	numeric	-9	1.1	3.3	2.1	5.4	0.5	5.9
subtraction	21-11	10.0	9	numeric	noninformative	informative	numeric	-1	2.7	3.7	1.2	3.3	0.5	4.2
subtraction	2-23	-21.0	-18	english_word	informative	noninformative	english_word	3	1.4	3.9	1.4	2.8	0.5	3.2
subtraction	20-3	17.0	25	english_word	noninformative	informative	english_word	8	1.8	3.5	2.9	2.4	0.5	5.2
multiplication	25*8	200.0	200	english_word	informative	informative	english_word	0	1.6	6.9	1.8	3.0	0.5	6.6
division	25/2	12.5	6	numeric	informative	informative	numeric	-6	1.2	4.4	2.7	6.3	0.5	2.4
division	23/22	1.0	0	numeric	informative	informative	numeric	-1	2.7	4.1	2.3	4.8	0.5	5.4
multiplication	27*2	54.0	52	numeric	informative	informative	numeric	-2	2.7	3.5	2.3	4.0	0.5	5.8
division	7/3	2.3	-2	numeric	informative	informative	numeric	-4	2.9	3.7	1.6	5.1	0.5	5.0
division	26/12	2.2	-3	numeric	informative	noninformative	numeric	-5	1.8	4.5	2.8	3.2	0.5	4.8
multiplication	25*3	75.0	77	numeric	informative	informative	numeric	2	2.9	2.9	1.4	4.0	0.5	5.6
