trial_type	equation	solution	comparison	equation_representation	feedback_1	feedback_2	comparison_representation	rounded_difference	equation_duration	isi1	comparison_duration	isi2	feedback_duration	iti
multiplication	5*3	15.0	11	english_word	informative	informative	english_word	-4	1.1	3.2	2.9	3.8	0.5	5.9
addition	23+18	41.0	38	numeric	informative	informative	numeric	-3	2.6	3.4	1.9	3.6	0.5	6.3
subtraction	29-22	7.0	10	english_word	informative	informative	english_word	3	2.4	4.1	3.0	3.7	0.5	4.4
division	26/5	5.2	-4	numeric	informative	informative	numeric	-9	1.4	6.1	2.4	5.5	0.5	4.8
subtraction	2-3	-1.0	-1	numeric	informative	informative	numeric	0	1.5	3.2	3.0	4.6	0.5	5.8
multiplication	9*2	18.0	22	english_word	informative	noninformative	english_word	4	2.9	4.6	2.2	7.2	0.5	4.5
subtraction	9-12	-3.0	2	numeric	informative	informative	numeric	5	1.8	4.4	1.4	3.4	0.5	2.6
division	30/23	1.3	2	numeric	informative	noninformative	numeric	1	2.5	3.8	1.2	5.4	0.5	4.0
multiplication	17*6	102.0	105	english_word	informative	informative	english_word	3	1.3	3.8	1.4	3.2	0.5	5.8
addition	8+9	17.0	18	english_word	informative	noninformative	english_word	1	1.8	6.6	2.2	7.2	0.5	5.0
subtraction	14-9	5.0	-3	english_word	informative	informative	english_word	-8	1.9	3.9	2.3	3.2	0.5	4.0
multiplication	1*6	6.0	15	english_word	noninformative	informative	english_word	9	2.7	3.9	1.5	3.4	0.5	3.4
addition	10+25	35.0	34	numeric	informative	informative	numeric	-1	2.0	4.5	2.4	3.6	0.5	5.4
addition	25+25	50.0	52	numeric	noninformative	informative	numeric	2	1.7	4.0	1.2	4.6	0.5	3.3
subtraction	1-2	-1.0	3	numeric	informative	informative	numeric	4	1.6	6.4	1.5	3.6	0.5	5.7
multiplication	14*1	14.0	13	numeric	informative	informative	numeric	-1	2.6	5.7	2.6	4.9	0.5	8.0
division	15/6	2.5	2	english_word	informative	informative	english_word	0	2.3	2.5	1.6	3.9	0.5	5.3
multiplication	3*6	18.0	18	numeric	informative	noninformative	numeric	0	1.2	3.7	1.6	3.7	0.5	3.3
division	20/12	1.7	2	english_word	noninformative	noninformative	english_word	0	2.0	5.0	2.3	4.1	0.5	3.5
division	29/26	1.1	0	english_word	informative	noninformative	english_word	-1	2.5	4.5	2.4	5.8	0.5	4.3
division	10/8	1.2	10	english_word	informative	noninformative	english_word	9	2.4	4.1	1.2	3.6	0.5	5.6
subtraction	1-13	-12.0	-11	numeric	informative	informative	numeric	1	2.1	5.3	1.0	4.8	0.5	6.1
addition	24+21	45.0	41	numeric	informative	informative	numeric	-4	2.4	4.4	1.7	3.2	0.5	5.6
addition	15+4	19.0	19	english_word	noninformative	informative	english_word	0	2.2	4.6	2.7	4.0	0.5	3.5
