trial_type	equation	solution	comparison	equation_representation	feedback_1	feedback_2	comparison_representation	rounded_difference	equation_duration	isi1	comparison_duration	isi2	feedback_duration	iti
addition	18+7	25.0	21	english_word	informative	informative	english_word	-4	2.8	5.2	1.2	4.4	0.5	4.7
subtraction	15-17	-2.0	-3	english_word	informative	informative	english_word	-1	1.5	2.9	2.7	5.4	0.5	5.2
multiplication	24*7	168.0	171	english_word	informative	informative	english_word	3	2.8	2.5	1.6	4.6	0.5	4.6
division	27/6	4.5	2	english_word	informative	noninformative	english_word	-2	2.5	3.2	2.0	6.1	0.5	4.8
addition	17+14	31.0	27	english_word	informative	informative	english_word	-4	2.4	2.7	1.4	5.4	0.5	5.2
subtraction	2-27	-25.0	-34	english_word	informative	noninformative	english_word	-9	2.0	3.9	2.2	5.6	0.5	5.7
multiplication	12*5	60.0	65	english_word	informative	informative	english_word	5	2.9	5.0	1.7	5.7	0.5	4.1
addition	19+6	25.0	23	numeric	informative	informative	numeric	-2	2.8	3.5	2.0	2.9	0.5	4.1
multiplication	21*3	63.0	63	english_word	noninformative	informative	english_word	0	1.2	5.4	1.6	4.1	0.5	4.9
subtraction	9-23	-14.0	-7	english_word	informative	informative	english_word	7	2.6	3.7	1.8	2.8	0.5	5.0
addition	5+8	13.0	12	numeric	informative	informative	numeric	-1	1.2	4.2	2.5	7.0	0.5	3.1
division	29/19	1.5	4	english_word	informative	informative	english_word	2	2.3	3.8	1.1	5.4	0.5	4.4
subtraction	12-28	-16.0	-16	english_word	informative	informative	english_word	0	1.2	5.3	2.0	6.1	0.5	4.1
division	30/23	1.3	2	numeric	informative	noninformative	numeric	1	1.5	3.9	2.6	5.7	0.5	4.5
addition	20+4	24.0	27	numeric	informative	informative	numeric	3	1.8	5.6	2.0	4.5	0.5	3.5
subtraction	27-3	24.0	34	english_word	informative	noninformative	english_word	10	1.5	4.0	1.9	5.0	0.5	6.5
division	29/26	1.1	-5	numeric	informative	informative	numeric	-6	3.0	5.2	2.5	2.7	0.5	7.8
subtraction	23-17	6.0	5	numeric	informative	informative	numeric	-1	1.8	5.3	2.5	3.5	0.5	3.5
multiplication	20*5	100.0	107	numeric	noninformative	noninformative	numeric	7	2.4	5.8	2.8	6.4	0.5	4.0
division	16/13	1.2	4	numeric	noninformative	informative	numeric	3	1.9	4.0	3.0	4.7	0.5	2.7
addition	7+11	18.0	23	numeric	informative	noninformative	numeric	5	2.0	3.3	1.4	4.1	0.5	3.8
multiplication	24*4	96.0	101	numeric	informative	informative	numeric	5	2.1	4.4	1.2	5.7	0.5	3.8
multiplication	28*5	140.0	139	numeric	noninformative	informative	numeric	-1	1.9	4.2	1.3	4.7	0.5	3.6
division	27/3	9.0	14	numeric	informative	noninformative	numeric	5	2.2	4.5	1.8	2.8	0.5	4.4
