trial_type	equation	solution	comparison	equation_representation	feedback_1	feedback_2	comparison_representation	rounded_difference	equation_duration	isi1	comparison_duration	isi2	feedback_duration	iti
multiplication	16*5	80.0	78	english_word	noninformative	informative	english_word	-2	2.2	4.2	2.8	7.9	0.5	4.5
division	28/26	1.1	-1	numeric	informative	noninformative	numeric	-2	2.0	4.5	2.8	4.5	0.5	3.6
multiplication	12*3	36.0	39	english_word	noninformative	informative	english_word	3	2.7	7.8	2.8	3.1	0.5	6.4
multiplication	26*1	26.0	26	english_word	informative	informative	english_word	0	2.5	4.0	1.9	3.6	0.5	4.6
addition	8+27	35.0	35	english_word	informative	informative	english_word	0	1.6	4.4	3.0	3.3	0.5	3.6
division	17/1	17.0	16	english_word	informative	noninformative	english_word	-1	1.1	4.2	1.2	4.6	0.5	5.4
addition	19+25	44.0	47	numeric	noninformative	informative	numeric	3	2.9	3.7	1.9	3.1	0.5	3.8
division	11/10	1.1	2	numeric	informative	informative	numeric	1	2.3	3.0	2.2	3.6	0.5	4.6
subtraction	18-7	11.0	11	english_word	informative	informative	english_word	0	1.4	5.3	2.9	4.6	0.5	5.6
subtraction	7-15	-8.0	-3	numeric	informative	noninformative	numeric	5	2.2	4.3	2.2	3.5	0.5	3.8
subtraction	30-6	24.0	23	numeric	informative	noninformative	numeric	-1	2.6	3.5	2.2	4.2	0.5	2.6
subtraction	12-10	2.0	10	english_word	informative	informative	english_word	8	2.7	4.7	2.7	6.2	0.5	3.8
addition	22+13	35.0	39	numeric	informative	informative	numeric	4	1.3	6.3	2.3	3.6	0.5	4.2
addition	11+3	14.0	16	numeric	noninformative	informative	numeric	2	1.7	3.2	2.8	4.2	0.5	5.6
division	28/24	1.2	8	numeric	informative	informative	numeric	7	1.1	5.6	1.7	6.3	0.5	4.2
subtraction	10-21	-11.0	-12	english_word	informative	noninformative	english_word	-1	2.9	4.2	2.4	4.0	0.5	3.4
division	24/6	4.0	4	numeric	informative	informative	numeric	0	2.7	3.2	1.3	3.6	0.5	5.1
division	27/11	2.5	7	numeric	informative	informative	numeric	5	1.3	4.1	2.6	3.9	0.5	6.5
multiplication	18*4	72.0	76	english_word	informative	informative	english_word	4	2.0	4.1	1.7	4.1	0.5	4.5
multiplication	21*3	63.0	61	numeric	informative	informative	numeric	-2	2.6	5.8	2.9	3.7	0.5	4.3
multiplication	14*3	42.0	38	english_word	informative	informative	english_word	-4	1.3	4.8	2.1	3.6	0.5	4.1
addition	27+16	43.0	36	english_word	informative	noninformative	english_word	-7	1.8	4.0	2.7	4.4	0.5	3.8
addition	7+26	33.0	41	numeric	informative	informative	numeric	8	1.7	4.6	1.5	3.3	0.5	5.3
subtraction	7-14	-7.0	-7	english_word	informative	noninformative	english_word	0	2.8	4.8	1.5	3.5	0.5	6.2
