trial_type	equation	solution	comparison	equation_representation	feedback_1	feedback_2	comparison_representation	rounded_difference	equation_duration	isi1	comparison_duration	isi2	feedback_duration	iti
addition	2+13	15.0	11	english_word	informative	noninformative	english_word	-4	2.7	3.5	1.3	4.9	0.5	3.7
division	30/26	1.2	-3	english_word	informative	informative	english_word	-4	2.1	2.5	1.4	4.7	0.5	3.9
multiplication	27*3	81.0	79	english_word	informative	informative	english_word	-2	1.9	7.2	1.9	5.6	0.5	4.3
subtraction	23-16	7.0	7	numeric	noninformative	informative	numeric	0	1.7	4.2	2.7	2.9	0.5	5.8
subtraction	19-14	5.0	7	numeric	informative	noninformative	numeric	2	2.2	4.4	2.8	5.1	0.5	5.2
subtraction	4-15	-11.0	-18	english_word	informative	informative	english_word	-7	2.1	3.4	1.5	3.8	0.5	5.7
addition	16+16	32.0	37	numeric	noninformative	informative	numeric	5	2.7	4.2	1.9	4.7	0.5	4.2
multiplication	29*2	58.0	60	numeric	informative	noninformative	numeric	2	1.5	4.4	1.9	4.1	0.5	4.4
multiplication	6*1	6.0	7	english_word	informative	informative	english_word	1	2.0	4.3	1.9	3.7	0.5	5.0
division	22/4	5.5	6	numeric	informative	informative	numeric	0	1.7	4.8	2.9	5.7	0.5	5.8
division	16/10	1.6	3	english_word	informative	informative	english_word	1	1.3	3.5	2.7	5.9	0.5	3.0
subtraction	16-18	-2.0	-4	numeric	informative	informative	numeric	-2	1.5	4.8	2.4	4.5	0.5	6.0
multiplication	18*9	162.0	162	numeric	informative	informative	numeric	0	1.1	4.0	1.6	4.7	0.5	4.2
division	21/21	1.0	0	numeric	informative	noninformative	numeric	-1	1.8	6.7	1.3	5.9	0.5	3.5
subtraction	16-1	15.0	7	english_word	informative	noninformative	english_word	-8	1.7	3.4	2.9	3.5	0.5	2.6
division	18/18	1.0	2	numeric	informative	noninformative	numeric	1	2.1	5.0	2.6	6.3	0.5	4.4
addition	18+6	24.0	24	english_word	informative	informative	english_word	0	2.8	4.0	1.5	5.5	0.5	3.9
addition	5+6	11.0	10	numeric	informative	informative	numeric	-1	1.3	4.8	2.4	3.8	0.5	4.1
multiplication	9*8	72.0	78	english_word	informative	informative	english_word	6	1.8	2.8	1.5	3.6	0.5	4.5
addition	7+27	34.0	36	english_word	informative	noninformative	english_word	2	2.3	4.4	2.7	3.3	0.5	5.4
addition	7+5	12.0	16	english_word	noninformative	informative	english_word	4	2.1	5.5	1.5	5.0	0.5	5.3
multiplication	4*5	20.0	21	numeric	informative	informative	numeric	1	2.1	3.9	1.4	5.1	0.5	4.0
division	18/8	2.2	4	english_word	informative	informative	english_word	2	2.0	4.3	1.1	3.5	0.5	5.1
subtraction	18-8	10.0	15	numeric	noninformative	informative	numeric	5	2.2	8.0	2.0	3.9	0.5	4.4
