trial_type	equation	solution	comparison	equation_representation	feedback_1	feedback_2	comparison_representation	rounded_difference	equation_duration	isi1	comparison_duration	isi2	feedback_duration	iti
multiplication	21*7	147.0	141	numeric	noninformative	noninformative	numeric	-6	1.2	3.1	2.5	5.0	0.5	5.0
subtraction	11-9	2.0	4	english_word	informative	informative	english_word	2	2.4	3.7	2.0	3.6	0.5	5.0
subtraction	1-13	-12.0	-10	numeric	informative	informative	numeric	2	2.0	4.3	2.0	6.0	0.5	4.1
division	22/11	2.0	-3	english_word	informative	informative	english_word	-5	2.2	3.3	2.7	4.1	0.5	5.4
subtraction	15-7	8.0	4	english_word	informative	informative	english_word	-4	2.2	3.7	3.0	4.5	0.5	4.9
addition	5+25	30.0	29	numeric	informative	noninformative	numeric	-1	2.5	3.0	2.0	4.4	0.5	4.7
division	14/4	3.5	2	numeric	informative	informative	numeric	-2	1.8	3.5	1.5	4.6	0.5	5.4
division	24/13	1.8	-4	english_word	informative	informative	english_word	-6	2.3	2.8	2.8	6.8	0.5	4.4
multiplication	2*2	4.0	4	numeric	informative	noninformative	numeric	0	1.2	3.7	1.9	5.2	0.5	3.5
subtraction	3-16	-13.0	-9	english_word	informative	noninformative	english_word	4	2.0	3.9	3.0	3.7	0.5	5.6
multiplication	30*1	30.0	35	numeric	informative	informative	numeric	5	1.9	5.0	1.2	4.6	0.5	3.8
addition	27+10	37.0	32	english_word	informative	informative	english_word	-5	1.3	3.7	1.8	3.9	0.5	7.0
subtraction	4-1	3.0	4	numeric	noninformative	informative	numeric	1	3.0	4.0	1.9	3.8	0.5	3.5
subtraction	26-13	13.0	13	english_word	informative	informative	english_word	0	1.5	4.2	2.0	3.9	0.5	3.4
multiplication	19*3	57.0	62	english_word	informative	informative	english_word	5	1.8	3.2	3.0	3.8	0.5	3.5
addition	2+10	12.0	16	english_word	informative	informative	english_word	4	2.6	3.6	2.5	3.2	0.5	5.4
multiplication	12*3	36.0	36	numeric	informative	informative	numeric	0	2.4	4.1	2.8	5.6	0.5	4.6
addition	22+13	35.0	34	numeric	informative	informative	numeric	-1	2.3	7.1	1.3	5.8	0.5	3.6
addition	9+15	24.0	34	english_word	noninformative	informative	english_word	10	2.5	4.5	2.5	4.7	0.5	4.3
addition	19+1	20.0	30	numeric	informative	informative	numeric	10	3.0	3.5	1.8	4.4	0.5	3.7
division	26/6	4.3	14	numeric	informative	noninformative	numeric	10	2.2	4.7	2.8	3.7	0.5	4.2
division	16/15	1.1	5	english_word	noninformative	informative	english_word	4	2.8	6.8	2.9	4.7	0.5	4.3
multiplication	30*8	240.0	241	numeric	informative	noninformative	numeric	1	2.3	4.4	2.8	4.4	0.5	3.7
division	12/1	12.0	11	english_word	informative	noninformative	english_word	-1	1.7	3.9	1.3	3.8	0.5	3.7
